,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
7845,2,5,4,4,In Motion Technology,5639000.0,success,2,Electronics,851.0,1784.0,20,North America
7846,2,5,0,3,Indicee,6000000.0,failure,1,Information Technology,1403.0,0.0,16,North America
7847,2,8,0,5,INEA Corporation,7500000.0,success,1,Services,4530.0,0.0,30,North America
7848,5,8,0,5,Intellipharmaceutics International,12000000.0,success,1,Health Care & Biotechnology,4793.0,0.0,24,North America
7849,2,7,0,4,IPICO,2500000.0,success,1,Information Technology,2372.0,0.0,18,North America
7850,3,8,2,5,Iscopia Software,9533642.0,failure,2,Health Care & Biotechnology,5197.0,413.0,29,North America
7851,5,7,3,5,iWeb Technologies,33521972.0,success,6,Information Technology,3555.0,793.0,26,North America
7852,1,2,0,0,Kera,50000.0,failure,1,Other,213.0,0.0,10,North America
7853,2,0,0,1,"Kibboko, Inc.",2500000.0,failure,1,Information Technology,0.0,0.0,14,North America
7854,1,2,2,0,Kiind.me,745000.0,failure,4,Commerce & Marketing,495.0,568.0,11,North America
7855,5,7,2,4,Kitara Media,17000000.0,success,2,Information Technology,3582.0,166.0,18,North America
7856,1,6,2,4,Kneebone,482000.0,success,2,Information Technology,1803.0,393.0,18,North America
7857,7,0,2,1,Kobo,78812456.0,success,3,Commerce & Marketing,0.0,449.0,13,North America
7858,2,2,2,0,Lagoa,8341441.0,success,3,Information Technology,443.0,307.0,10,North America
7859,2,2,3,2,Lat49,3800000.0,failure,2,Media & Publishing,303.0,624.0,15,North America
7860,1,2,0,1,LayerBoom,200000.0,success,1,Information Technology,216.0,0.0,13,North America
7861,1,2,3,1,Learndot,610547.0,success,3,Education,457.0,610.0,13,North America
7862,7,5,4,4,Liquid Computing,43956296.0,failure,4,Commerce & Marketing,859.0,1640.0,19,North America
7863,2,5,0,1,Locationary,2500000.0,success,1,Data Science,695.0,0.0,13,North America
7864,5,8,0,6,Lorus Therapeutics,28250000.0,failure,1,Health Care & Biotechnology,10340.0,0.0,36,North America
7865,2,1,0,2,Ludia,1500000.0,success,1,Design & Platforms,31.0,0.0,15,North America
7866,7,7,0,5,lululemon athletica,93000000.0,failure,1,Sports,2904.0,0.0,24,North America
7867,5,7,0,3,Lumenpulse,16000000.0,success,1,Manufacturing,2045.0,0.0,16,North America
7868,6,2,0,0,Luxury Quotient India Private Limited,38730470.0,failure,1,Commerce & Marketing,193.0,0.0,8,North America
7869,2,5,0,5,LymphoSign,5900000.0,success,1,Health Care & Biotechnology,1279.0,0.0,22,North America
7870,2,7,0,5,Lysac Technologies,3784218.0,success,1,Commerce & Marketing,2380.0,0.0,24,North America
7871,1,2,0,0,Listn,500000.0,success,1,Information Technology,430.0,0.0,10,North America
7872,1,2,0,1,MagMe,1000000.0,failure,1,Media & Publishing,425.0,0.0,14,North America
7873,2,5,4,4,mDialog,8027970.0,success,2,Media & Publishing,1033.0,1428.0,17,North America
7874,2,3,4,1,MediaCore,6500000.0,success,3,Media & Publishing,586.0,1293.0,12,North America
7875,2,0,3,3,MediaScrape,5200000.0,failure,3,Media & Publishing,0.0,837.0,16,North America
7876,3,8,0,5,Medicago,10000000.0,failure,1,Health Care & Biotechnology,4880.0,0.0,25,North America
7877,2,8,0,5,Memex Automation,3900000.0,success,1,Manufacturing,8554.0,0.0,30,North America
7878,7,7,0,5,Meriton Networks,54000000.0,success,1,Information Technology,2004.0,0.0,22,North America
7879,5,5,0,0,Merus Labs,20000000.0,failure,1,Health Care & Biotechnology,803.0,0.0,10,North America
7880,6,5,0,1,Metafor Software,38730470.0,success,1,Data Science,1039.0,0.0,12,North America
7881,2,5,0,2,Metranome,2000000.0,failure,1,Electronics,722.0,0.0,15,North America
7882,2,8,4,6,Microbix Biosystems,2132417.0,success,4,Health Care & Biotechnology,7936.0,1611.0,34,North America
7883,2,2,3,1,Mingleverse,1840000.0,failure,2,Information Technology,392.0,636.0,14,North America
7884,5,2,5,4,Mobidia Technology,19272264.0,success,7,Electronics,413.0,3492.0,18,North America
7885,5,0,0,2,Mobivox,11000000.0,success,1,Electronics,0.0,0.0,15,North America
7886,2,5,0,0,ModernAdvisor,2200000.0,failure,1,Services,995.0,0.0,9,North America
7887,1,1,2,1,Mojo Labs Co.,34468.0,failure,2,Information Technology,123.0,68.0,12,North America
7888,2,2,2,2,MovieSet,6500000.0,failure,2,Information Technology,526.0,44.0,15,North America
7889,2,2,0,1,MyFrontSteps,3000000.0,failure,1,Information Technology,205.0,0.0,14,North America
7890,6,8,0,5,N-able Technologies,38730470.0,success,1,Information Technology,4295.0,0.0,22,North America
7891,2,5,3,1,Nanotech Security,6058274.0,success,3,Privacy and Security,1369.0,797.0,13,North America
7892,5,5,3,5,Natural Convergence,19114248.0,success,2,Information Technology,1313.0,837.0,21,North America
7893,1,0,0,1,Needium,1000000.0,failure,1,Information Technology,0.0,0.0,12,North America
7894,3,7,4,4,NeoEdge Networks,10000000.0,success,3,Media & Publishing,1863.0,1291.0,20,North America
7895,5,2,4,1,Neovasc,25848302.0,failure,2,Information Technology,489.0,1787.0,14,North America
7896,5,5,3,2,Neuralitic Systems,18000000.0,success,3,Electronics,640.0,851.0,15,North America
7897,7,7,4,5,Neuromed Pharmaceuticals,85300000.0,success,2,Health Care & Biotechnology,2136.0,1384.0,24,North America
7898,5,7,2,4,NexJ Systems,22846974.0,success,2,Information Technology,2669.0,391.0,19,North America
7899,1,5,0,0,NodeFly,800000.0,success,1,Information Technology,676.0,0.0,11,North America
7900,2,8,0,5,North American Palladium,4500000.0,failure,1,Manufacturing,7710.0,0.0,29,North America
7901,2,8,0,5,Northcore Technologies,6000000.0,success,1,Information Technology,5645.0,0.0,27,North America
7902,1,2,0,1,NoteWagon,250000.0,success,2,Information Technology,196.0,0.0,12,North America
7903,5,0,4,4,NowPublic,12000000.0,success,3,Media & Publishing,0.0,911.0,17,North America
7904,6,7,0,4,NuVista Energy,39700000.0,failure,1,Information Technology,3954.0,0.0,19,North America
7905,2,8,0,5,Objectworld Communications,6500000.0,success,1,Information Technology,4426.0,0.0,28,North America
7906,2,7,0,5,Opalis Software,8500000.0,success,1,Information Technology,2526.0,0.0,23,North America
7907,1,5,0,0,Openera,250000.0,success,1,Information Technology,706.0,0.0,11,North America
7908,8,8,0,5,OpenText Corporation,100000000.0,success,1,Information Technology,8138.0,0.0,31,North America
7909,2,5,0,0,OrganiGram,5000000.0,success,1,Health Care & Biotechnology,848.0,0.0,9,North America
7910,5,8,3,5,OZ Communications,34000000.0,success,2,Information Technology,4961.0,848.0,31,North America
7911,1,5,0,0,PaperDoDo,50000.0,failure,1,Information Technology,761.0,0.0,9,North America
7912,2,7,0,1,Parkit Enterprise,5000000.0,success,1,Real Estate,2439.0,0.0,14,North America
7913,5,2,4,1,Perspecsys,20000000.0,success,3,Information Technology,393.0,1196.0,13,North America
7914,2,0,5,5,PetLynx Corporation,6579383.0,failure,3,Other,0.0,3379.0,21,North America
7915,1,2,0,1,Picostorm Code Labs,401201.0,failure,1,Information Technology,388.0,0.0,13,North America
7916,6,2,0,0,Placeling,38730470.0,failure,1,Electronics,226.0,0.0,11,North America
7917,2,5,2,2,Poynt,6261912.0,success,2,Electronics,1466.0,102.0,15,North America
7918,1,0,0,0,Problemcity.com,10000.0,failure,1,Information Technology,0.0,0.0,11,North America
7919,5,8,2,5,ProMetic Life Sciences,25100000.0,success,2,Health Care & Biotechnology,7994.0,254.0,30,North America
7920,7,7,4,4,ProNAi Therapeutics,80231460.0,success,5,Health Care & Biotechnology,2552.0,1551.0,18,North America
7921,5,6,5,5,ProntoForms,11600000.0,success,3,Information Technology,1744.0,3614.0,21,North America
7922,2,2,0,2,Protecode,4190878.0,success,1,Services,379.0,0.0,15,North America
7923,5,5,2,1,Pure Energies Group,15000000.0,success,3,Information Technology,1465.0,421.0,13,North America
7924,1,0,0,1,Queerfeed Media,130000.0,failure,1,Information Technology,0.0,0.0,12,North America
7925,6,0,0,0,Query Hunter,38730470.0,failure,1,Data Science,0.0,0.0,11,North America
7926,3,7,0,5,QuIC Financial Technologies,10000000.0,failure,1,Services,2931.0,0.0,24,North America
7927,2,2,2,3,Salesforce Radian6,9000000.0,success,2,Information Technology,423.0,552.0,16,North America
7928,5,5,2,4,RapidMind,10866000.0,success,2,Information Technology,803.0,406.0,18,North America
7929,5,5,3,1,Recon Instruments,17000000.0,success,3,Electronics,1462.0,826.0,14,North America
7930,1,1,0,0,RentColumn Communications,5026.0,failure,1,Media & Publishing,122.0,0.0,10,North America
7931,5,1,4,1,RESAAS,18035388.0,success,12,Information Technology,27.0,2043.0,13,North America
7932,5,8,4,5,Response Biomedical,21665600.0,success,6,Health Care & Biotechnology,6358.0,1720.0,30,North America
7933,7,7,4,5,Resverlogix,60741996.0,success,5,Health Care & Biotechnology,3374.0,1557.0,21,North America
7934,1,1,2,0,Retsly,540315.0,success,3,Real Estate,11.0,230.0,9,North America
7935,2,5,0,5,Roam I.T.,1900000.0,failure,1,Information Technology,1434.0,0.0,24,North America
7936,1,1,0,0,Roomish,30000.0,failure,1,Travel and Tourism,61.0,0.0,10,North America
7937,3,7,4,5,Ryma Technology Solutions,10000000.0,failure,2,Services,1980.0,1017.0,22,North America
7938,5,0,4,1,Rypple,13000000.0,success,3,Other,0.0,881.0,14,North America
7939,5,8,0,5,Sandvine,33000000.0,success,1,Information Technology,4790.0,0.0,21,North America
7940,6,1,0,0,Schumon & Co.,38730470.0,failure,1,Services,29.0,0.0,7,North America
7941,7,2,3,0,"theScore, Inc.",54338764.0,success,3,Electronics,186.0,660.0,10,North America
7942,2,0,4,2,ScreenScape Networks,4000000.0,failure,2,Media & Publishing,0.0,1029.0,15,North America
7943,5,5,4,1,SeaWell Networks,17412208.0,success,5,Information Technology,797.0,1354.0,14,North America
7944,8,7,0,1,Seven Generations Energy,251000000.0,success,1,Information Technology,2178.0,0.0,14,North America
7945,1,2,0,0,Sharingforce,101463.0,failure,1,Media & Publishing,425.0,0.0,11,North America
7946,1,5,0,1,Shiny Ads,500000.0,success,1,Media & Publishing,691.0,0.0,13,North America
7947,8,7,4,4,Shopify,122000000.0,success,3,Data Science,2385.0,1094.0,18,North America
7948,5,7,4,5,SiGe Semiconductor,28500000.0,success,2,Media & Publishing,3288.0,879.0,26,North America
7949,1,7,0,5,SiteBrand,477000.0,success,1,Information Technology,3817.0,0.0,22,North America
7950,5,1,4,4,SiXtron Advanced Materials,13410000.0,failure,3,Information Technology,14.0,1881.0,18,North America
7951,2,8,0,6,SJS,2500000.0,success,1,Real Estate,8796.0,0.0,38,North America
7952,5,7,0,5,SkyWave Mobile,12300000.0,success,1,Information Technology,2130.0,0.0,25,North America
7953,1,0,0,0,SlideJar,292207.0,failure,1,Information Technology,0.0,0.0,9,North America
7954,5,2,3,0,Slyce,37400000.0,success,5,Information Technology,506.0,723.0,10,North America
7955,1,3,0,1,SocialDeck,456506.0,success,1,Game & Applications,597.0,0.0,14,North America
7956,1,8,0,5,Spot Coffee,300000.0,failure,1,Health Care & Biotechnology,6645.0,0.0,26,North America
7957,6,0,0,0,SqueezeCMM,38730470.0,success,1,Information Technology,0.0,0.0,9,North America
7958,2,2,0,2,Standout Jobs,1980198.0,success,1,Other,361.0,0.0,15,North America
7959,1,0,2,1,Star Fever Agency,550000.0,failure,2,Game & Applications,0.0,192.0,13,North America
7960,2,8,0,6,Starburst Coin Machines,5960000.0,failure,1,Game & Applications,11705.0,0.0,47,North America
7961,1,7,0,5,Storm Media Innovations Inc,100000.0,failure,1,Commerce & Marketing,3471.0,0.0,22,North America
7962,5,2,4,3,Strangeloop Networks,21500000.0,success,2,Information Technology,568.0,1569.0,16,North America
7963,6,1,2,1,Summify,38730470.0,success,3,Media & Publishing,137.0,377.0,13,North America
7964,2,2,2,0,Supreme Pharmaceuticals,2004551.0,success,4,Electronics,287.0,205.0,8,North America
7965,6,2,0,0,SurfEasy,38730470.0,success,1,Information Technology,196.0,0.0,11,North America
7966,5,5,2,2,Syncapse,28300000.0,failure,2,Design & Platforms,1225.0,290.0,15,North America
7967,1,2,0,2,Sysomos,250000.0,success,1,Data Science,463.0,0.0,15,North America
7968,1,7,0,2,TerraX Minerals,675000.0,failure,1,Information Technology,2599.0,0.0,15,North America
7969,2,1,0,1,Thoora,4169942.0,failure,1,Other,2.0,0.0,14,North America
7970,2,1,0,0,TinyMob Games,2000000.0,failure,1,Information Technology,73.0,0.0,9,North America
7971,1,8,5,5,TIO Networks,1005975.0,success,2,Services,4322.0,2517.0,25,North America
7972,5,5,4,5,Tira Wireless,23500000.0,failure,4,Information Technology,653.0,1727.0,21,North America
7973,1,8,0,6,Torex Retail Canada,60000.0,failure,1,Information Technology,8061.0,0.0,39,North America
7974,1,7,0,5,TransGaming,500000.0,success,1,Game & Applications,3188.0,0.0,21,North America
7975,5,8,0,5,Traverse Energy,11500000.0,failure,1,Information Technology,7010.0,0.0,27,North America
7976,2,5,4,4,Trellia Networks,8800000.0,success,3,Information Technology,740.0,1470.0,19,North America
7977,1,5,0,4,Triacta Power Technologies,887000.0,success,1,Information Technology,1394.0,0.0,19,North America
7978,2,5,2,1,TribeHR,3500000.0,success,2,Services,937.0,371.0,13,North America
7979,5,3,2,0,Tribute Pharmaceuticals Canada,31998024.0,success,2,Health Care & Biotechnology,601.0,284.0,9,North America
7980,5,7,2,1,Trimel Pharmaceuticals,12631268.0,success,2,Health Care & Biotechnology,2245.0,172.0,14,North America
7981,1,1,0,1,Tripsourcing,26065.0,failure,1,Services,69.0,0.0,13,North America
7982,7,5,3,5,Tropic Networks,86000000.0,success,3,Information Technology,1133.0,839.0,22,North America
7983,2,2,2,3,Tungle.me,6360000.0,success,2,Information Technology,492.0,514.0,16,North America
7984,2,7,0,5,Twinstrand Therapeutics,6704285.0,success,1,Health Care & Biotechnology,2980.0,0.0,27,North America
7985,1,0,0,0,Ubiquilux,900900.0,failure,1,Information Technology,0.0,0.0,8,North America
7986,2,2,4,0,Universe,2500000.0,success,3,Events,244.0,907.0,11,North America
7987,1,1,0,1,Upstart Industries (Vantage),497608.0,failure,1,Services,120.0,0.0,12,North America
7988,5,4,4,1,UrtheCast,14656980.0,success,3,Science & Engineering,615.0,1068.0,12,North America
7989,1,0,0,0,UserEvents,244778.0,success,1,Data Science,0.0,0.0,10,North America
7990,2,8,0,5,UTILICASE,5000000.0,failure,1,Information Technology,6250.0,0.0,28,North America
7991,6,5,0,1,Valocor Therapeutics,38730470.0,failure,1,Health Care & Biotechnology,875.0,0.0,14,North America
7992,6,6,0,1,Vana Workforce,38730470.0,success,1,Services,1732.0,0.0,14,North America
7993,5,7,0,4,Varicent Software,35000000.0,success,1,Information Technology,2465.0,0.0,19,North America
7994,7,7,4,4,Verafin,65500000.0,failure,2,Privacy and Security,2448.0,1704.0,19,North America
7995,1,7,0,3,Verisante Technology,1100000.0,failure,1,Information Technology,2874.0,0.0,16,North America
7996,2,2,4,1,Verold,1600000.0,success,2,Game & Applications,433.0,1114.0,12,North America
7997,2,7,0,3,VersaPay,4840000.0,success,1,Information Technology,3413.0,0.0,16,North America
7998,2,5,2,4,Viigo,7861607.0,success,2,Media & Publishing,1443.0,135.0,18,North America
7999,2,2,3,4,Virtual Expert Clinics,3566841.0,success,3,Education,351.0,802.0,18,North America
8000,1,1,0,2,Vivity Labs,1000000.0,success,1,Game & Applications,3.0,0.0,15,North America
8001,1,5,0,0,Vodis Pharmaceuticals,750000.0,success,1,Electronics,1035.0,0.0,9,North America
8002,5,7,2,1,vogogo,21000000.0,success,2,Information Technology,2385.0,323.0,14,North America
8003,1,2,3,0,Wantering,1356320.0,success,3,Commerce & Marketing,234.0,620.0,11,North America
8004,5,7,5,5,Wavesat,22110000.0,success,3,Media & Publishing,2810.0,3067.0,29,North America
8005,1,2,0,0,Weeve,4919.0,success,1,Other,234.0,0.0,11,North America
8006,8,8,2,6,WSP Global,486000000.0,success,2,Services,20178.0,184.0,63,North America
8007,1,1,0,1,Yostro,38880.0,success,1,Commerce & Marketing,19.0,0.0,12,North America
8008,7,2,4,5,YottaYotta,40648790.0,failure,2,Information Technology,241.0,1280.0,22,North America
8009,1,1,0,2,YourTeamOnline,43179.0,failure,1,Sports,63.0,0.0,15,North America
8010,6,2,0,0,YUPIQ,38730470.0,failure,1,Media & Publishing,178.0,0.0,11,North America
8011,6,2,0,0,Zeetl,38730470.0,success,1,Information Technology,184.0,0.0,9,North America
8012,5,5,2,4,Zeugma Systems,31500000.0,failure,2,Information Technology,1430.0,472.0,18,North America
8013,1,1,3,1,Ziliko,907099.0,failure,4,Commerce & Marketing,120.0,761.0,13,North America
8014,5,2,2,3,Ziplocal,14003543.0,success,2,Media & Publishing,273.0,273.0,16,North America
8015,2,5,0,2,Zipzoom,2200000.0,failure,1,Commerce & Marketing,1502.0,0.0,15,North America
8016,1,2,0,1,77 Pieces,650000.0,failure,1,Information Technology,280.0,0.0,12,Oceania
8017,1,1,0,0,Backup Circle,40000.0,failure,1,Privacy and Security,38.0,0.0,10,Oceania
8018,2,6,0,4,EnCoate,5100000.0,failure,1,Health Care & Biotechnology,1665.0,0.0,19,Oceania
8019,5,6,3,1,GeoOp,11969442.0,success,2,Information Technology,1749.0,714.0,13,Oceania
8020,2,5,3,3,GreenButton,1500000.0,success,2,Information Technology,1426.0,847.0,16,Oceania
8021,6,2,0,0,JUCEBOX Limited,38730470.0,failure,1,Information Technology,548.0,0.0,8,Oceania
8022,1,2,0,0,Loomio,80000.0,failure,1,Services,547.0,0.0,10,Oceania
8023,1,5,3,1,MiniMonos,550000.0,failure,2,Game & Applications,768.0,826.0,14,Oceania
8024,5,0,2,1,NBO TV,18000000.0,failure,2,Media & Publishing,0.0,30.0,12,Oceania
8025,2,5,0,1,New Zealand Free Classifieds,2100000.0,failure,1,Media & Publishing,727.0,0.0,12,Oceania
8026,1,0,0,2,PlanHQ,250000.0,failure,1,Services,0.0,0.0,15,Oceania
8027,8,7,0,1,Seplat Petroleum Development Company,500000000.0,failure,1,Science & Engineering,1924.0,0.0,13,Oceania
8028,1,1,0,0,SimQly,24950.98,failure,1,Data Science,54.0,0.0,7,Oceania
8029,7,5,2,0,Wynyard Group,58875384.0,success,2,Data Science,1185.0,436.0,11,Oceania
8030,8,0,5,3,Xero,374995300.0,success,8,Services,0.0,4796.0,16,Oceania
8031,1,1,0,0,99 Fahrenheit,1380700.0,failure,1,Services,14.0,0.0,11,Europe
8032,1,0,2,0,appEatIT,161947.0,failure,3,Health Care & Biotechnology,0.0,386.0,9,Europe
8033,3,5,3,2,BeeTV,9500000.0,failure,2,Electronics,672.0,713.0,15,Europe
8034,6,2,0,0,Cibando,38730470.0,success,1,Health Care & Biotechnology,363.0,0.0,11,Europe
8035,2,2,5,4,Docebo,6371788.0,success,3,Education,492.0,3119.0,17,Europe
8036,1,0,0,0,Driver2Home,14509.0,failure,1,Services,0.0,0.0,7,Europe
8037,2,5,2,4,E-Box - Blogo.it,3474608.0,success,2,Information Technology,821.0,494.0,18,Europe
8038,1,5,2,1,Energie Etiche,87396.0,failure,3,Education,761.0,213.0,12,Europe
8039,6,3,0,0,Formabilio,38730470.0,failure,1,Design & Platforms,588.0,0.0,10,Europe
8040,1,1,0,4,H-art (WPP),64795.0,success,1,Commerce & Marketing,90.0,0.0,17,Europe
8041,1,1,0,4,H-care,129590.0,success,1,Information Technology,90.0,0.0,17,Europe
8042,1,0,0,2,H-umus,508520.0,success,1,Information Technology,0.0,0.0,15,Europe
8043,2,8,0,6,HAL Knowledge Solutions,7275635.0,success,1,Information Technology,6863.0,0.0,38,Europe
8044,6,8,0,6,Il Bisonte,38730470.0,failure,1,Consumer Goods,16603.0,0.0,52,Europe
8045,1,0,2,0,Kriibs !,609932.44,failure,2,Commerce & Marketing,0.0,77.0,7,Europe
8046,1,5,0,1,legalPAD,20275.0,failure,1,Data Science,1096.0,0.0,12,Europe
8047,1,0,2,2,LOG607,600000.0,success,2,Game & Applications,0.0,38.0,15,Europe
8048,1,0,0,0,Mondo Novo Electronics Ltd.,56059.0,failure,1,Consumer Goods,0.0,0.0,7,Europe
8049,6,0,4,2,Movolo.com,38730470.0,failure,2,Travel and Tourism,0.0,1124.0,15,Europe
8050,2,7,5,5,Newron Pharmaceuticals,8353355.0,success,2,Health Care & Biotechnology,2469.0,3494.0,23,Europe
8051,1,1,2,1,Passpack,646740.0,success,2,Information Technology,136.0,411.0,14,Europe
8052,1,7,2,2,Prestiamoci,1287243.0,success,2,Services,2494.0,324.0,15,Europe
8053,2,2,4,2,Ropatec,3611685.0,failure,2,Information Technology,365.0,1461.0,15,Europe
8054,1,1,0,0,Scuter,110995.59,failure,1,Transportation,1.0,0.0,7,Europe
8055,6,0,0,1,Shicon,38730470.0,success,1,Media & Publishing,0.0,0.0,12,Europe
8056,1,0,0,1,Stroodle,195420.0,failure,1,Information Technology,0.0,0.0,12,Europe
8057,5,8,4,6,Telit Wireless Solutions,25500000.0,success,2,Information Technology,9175.0,1200.0,36,Europe
8058,6,0,0,1,Toolmeet,38730470.0,failure,1,Information Technology,0.0,0.0,13,Europe
8059,1,0,0,0,Tourist Menu,31660.264,failure,1,Information Technology,0.0,0.0,8,Europe
8060,6,2,0,1,UannaBe,38730470.0,failure,1,Information Technology,393.0,0.0,13,Europe
8061,2,0,0,0,Volunia,2945400.0,failure,1,Information Technology,0.0,0.0,10,Europe
8062,1,1,0,0,Voverc,67148.0,failure,1,Community and Lifestyle,28.0,0.0,7,Europe
8063,2,8,0,6,ABB,2700000.0,success,1,Transportation,9397.0,0.0,34,Europe
8064,2,8,0,4,Addex Therapeutics,2842048.0,success,1,Health Care & Biotechnology,4815.0,0.0,20,Europe
8065,1,5,4,1,ArtOfBrands SA,1200000.0,failure,2,Media & Publishing,951.0,1341.0,14,Europe
8066,2,5,0,4,ASSET4,4900000.0,success,1,Information Technology,1274.0,0.0,19,Europe
8067,7,6,4,4,Auris Medical,60680000.0,success,2,Health Care & Biotechnology,1781.0,1887.0,19,Europe
8068,8,5,4,2,Biocartis,321184540.0,success,8,Health Care & Biotechnology,1018.0,1785.0,15,Europe
8069,8,8,0,5,Brocade Communications Systems,300000000.0,success,1,Electronics,5498.0,0.0,27,Europe
8070,6,2,2,0,Casino VR,38730470.0,failure,2,Services,227.0,130.0,8,Europe
8071,2,2,0,3,coComment,1500000.0,failure,1,Media & Publishing,328.0,0.0,16,Europe
8072,2,7,0,5,ColorPlaza,2970000.0,success,1,Information Technology,2922.0,0.0,23,Europe
8073,1,1,0,1,connex.io,10000.0,failure,1,Information Technology,143.0,0.0,12,Europe
8074,7,5,4,2,Covagen,90505210.0,success,5,Health Care & Biotechnology,1008.0,1599.0,15,Europe
8075,6,2,0,2,Doodle,38730470.0,success,1,Media & Publishing,306.0,0.0,15,Europe
8076,6,7,0,1,DSwiss,38730470.0,failure,1,Information Technology,2206.0,0.0,14,Europe
8077,7,7,4,4,Endosense,80600000.0,success,3,Health Care & Biotechnology,2491.0,1226.0,19,Europe
8078,1,4,0,0,faceshift,700000.0,success,1,Media & Publishing,632.0,0.0,10,Europe
8079,6,5,0,0,Fitonic AG,38730470.0,failure,1,Services,864.0,0.0,10,Europe
8080,6,5,0,4,Holidaycheck,38730470.0,success,1,Information Technology,912.0,0.0,18,Europe
8081,2,7,0,1,Hulbee,9000000.0,failure,1,Information Technology,2769.0,0.0,14,Europe
8082,1,0,4,1,HyperWeek,761798.0,success,4,Community and Lifestyle,0.0,1221.0,13,Europe
8083,2,5,0,3,kooaba,2920000.0,success,1,Information Technology,1394.0,0.0,16,Europe
8084,7,5,4,4,Molecular Partners,59760000.0,success,2,Health Care & Biotechnology,1321.0,855.0,18,Europe
8085,2,7,0,4,NanoPowers,4500000.0,failure,1,Health Care & Biotechnology,2343.0,0.0,18,Europe
8086,7,5,4,4,NemeriX,60388936.0,failure,3,Information Technology,745.0,1340.0,20,Europe
8087,8,1,0,1,Numonyx,150000000.0,success,1,Information Technology,30.0,0.0,14,Europe
8088,5,5,0,2,Okairos,20500000.0,success,1,Health Care & Biotechnology,1352.0,0.0,15,Europe
8089,5,7,0,2,OncoEthix,19000000.0,success,1,Health Care & Biotechnology,2380.0,0.0,15,Europe
8090,6,1,0,0,Prizzm,38730470.0,failure,1,Information Technology,64.0,0.0,11,Europe
8091,5,7,0,5,Purple Labs,12670000.0,success,1,Electronics,2457.0,0.0,21,Europe
8092,6,0,0,5,ricardo Group,38730470.0,success,1,Commerce & Marketing,0.0,0.0,23,Europe
8093,7,2,5,4,Santhera Pharmaceuticals Holding,44566724.0,success,3,Health Care & Biotechnology,351.0,3528.0,18,Europe
8094,2,8,0,6,Selectron,7962962.0,failure,1,Manufacturing,19540.0,0.0,66,Europe
8095,6,6,0,4,Skullcandy,38730470.0,success,1,Electronics,1757.0,0.0,19,Europe
8096,1,1,0,0,easyOwn.it,138000.0,failure,1,Media & Publishing,21.0,0.0,11,Europe
8097,6,3,0,0,Tripscan,38730470.0,failure,1,Travel and Tourism,596.0,0.0,10,Europe
8098,5,2,0,0,urturn,13400000.0,failure,1,Information Technology,477.0,0.0,10,Europe
8099,1,0,0,0,Yabbedoo,702800.0,failure,1,Information Technology,0.0,0.0,11,Europe
8100,6,5,0,1,Yazino,38730470.0,failure,1,Design & Platforms,1136.0,0.0,13,Europe
8101,5,7,0,5,Zong,15000000.0,success,1,Electronics,3449.0,0.0,22,Europe
8102,8,4,5,5,Ablynx,186036240.0,success,6,Health Care & Biotechnology,632.0,4340.0,21,Europe
8103,7,5,4,1,Amplidata,44074956.0,success,6,Data Science,876.0,1566.0,14,Europe
8104,1,0,0,0,BelieversFund,50000.0,failure,1,Information Technology,0.0,0.0,11,Europe
8105,7,7,4,2,Cardio3 BioSciences,68589110.0,success,4,Health Care & Biotechnology,1835.0,888.0,15,Europe
8106,1,0,0,1,CasterStats,631720.0,success,1,Data Science,0.0,0.0,13,Europe
8107,8,0,5,5,Clear2Pay,127620230.0,success,7,Services,0.0,3262.0,21,Europe
8108,2,1,3,2,CMOSIS nv,7484035.0,success,3,Media & Publishing,58.0,573.0,15,Europe
8109,6,7,0,5,Electrawinds,39702320.0,failure,1,Services,3268.0,0.0,24,Europe
8110,2,5,0,0,Engagor,2600000.0,success,1,Information Technology,908.0,0.0,11,Europe
8111,2,0,5,4,Galapagos,8858230.0,success,3,Health Care & Biotechnology,0.0,4760.0,18,Europe
8112,2,4,2,4,iNEWiT,5765000.0,failure,3,Information Technology,621.0,539.0,17,Europe
8113,3,8,0,6,Innogenetics,9560000.0,success,1,Health Care & Biotechnology,7596.0,0.0,37,Europe
8114,6,1,0,2,IntroNiche,38730470.0,failure,1,Media & Publishing,18.0,0.0,15,Europe
8115,1,0,2,0,Jini,733615.0,failure,2,Information Technology,0.0,456.0,11,Europe
8116,7,5,5,5,Kiala,59926330.0,success,3,Transportation,646.0,2215.0,22,Europe
8117,1,1,0,1,LETSGROOP,100000.0,failure,1,Information Technology,25.0,0.0,14,Europe
8118,2,8,0,5,Materialise,6583047.0,success,1,Information Technology,8386.0,0.0,32,Europe
8119,8,2,4,3,Movetis,191229400.0,success,2,Health Care & Biotechnology,372.0,1060.0,16,Europe
8120,1,8,0,5,NEBOTRADE,300000.0,failure,1,Health Care & Biotechnology,4469.0,0.0,29,Europe
8121,1,5,5,5,Ogone,500000.0,success,2,Commerce & Marketing,1461.0,3789.0,26,Europe
8122,2,0,2,2,Oxynade,1514366.0,failure,3,Information Technology,0.0,442.0,15,Europe
8123,1,0,0,1,ProNewTech S.A.,66230.0,failure,1,Services,0.0,0.0,13,Europe
8124,5,2,2,4,Q-Layer,10669070.0,success,2,Information Technology,514.0,251.0,17,Europe
