,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
4019,2,8,0,6,Passport Brands,2107000.0,success,1,Clothing and Apparel,10061.0,0.0,38,North America
4020,2,2,2,0,PasswordBox,8200000.0,success,2,Information Technology,192.0,490.0,10,North America
4021,2,5,4,4,Pasteuria Bioscience,8350000.0,success,3,Services,734.0,1668.0,19,North America
4022,7,0,4,1,Path,74800000.0,success,5,Electronics,0.0,1166.0,12,North America
4023,2,2,0,0,Path.To,1500000.0,failure,1,Information Technology,410.0,0.0,11,North America
4024,5,0,4,0,Pathbrite,11700000.0,success,4,Information Technology,0.0,914.0,10,North America
4025,5,2,4,1,Pathway Therapeutics,24400000.0,failure,5,Health Care & Biotechnology,169.0,1721.0,14,North America
4026,7,5,5,5,PatientKeeper,93708660.0,success,10,Health Care & Biotechnology,1354.0,4517.0,26,North America
4027,6,2,0,4,Patton Surgical,38730470.0,success,1,Services,486.0,0.0,19,North America
4028,1,5,0,2,Pawaa Software,409299.0,success,1,Privacy and Security,697.0,0.0,15,North America
4029,1,2,0,4,PawSpot,600000.0,failure,1,Community and Lifestyle,437.0,0.0,17,North America
4030,1,2,0,0,Pawzii,35000.0,failure,1,Community and Lifestyle,379.0,0.0,9,North America
4031,2,0,4,4,Paxfire,2200000.0,failure,3,Information Technology,0.0,872.0,19,North America
4032,5,5,0,4,Pay By Touch,25000000.0,failure,1,Health Care & Biotechnology,885.0,0.0,20,North America
4033,5,2,4,1,Paydiant,34600000.0,success,3,Electronics,417.0,930.0,12,North America
4034,1,0,4,1,PayDivvy,1310000.0,success,3,Community and Lifestyle,0.0,1198.0,13,North America
4035,5,7,0,5,PayEase,14500000.0,success,1,Commerce & Marketing,2501.0,0.0,22,North America
4036,3,7,0,5,Paylocity,10000000.0,success,1,Information Technology,4153.0,0.0,25,North America
4037,6,0,0,5,PaymentUSA,38730470.0,failure,1,Services,0.0,0.0,22,North America
4038,1,1,0,1,paymio,50000.0,failure,1,Services,31.0,0.0,13,North America
4039,1,2,0,0,PayOrPass,660000.0,failure,1,Commerce & Marketing,292.0,0.0,10,North America
4040,8,1,3,5,PayPal,197000000.0,success,5,Commerce & Marketing,31.0,777.0,24,North America
4041,1,2,2,2,PayParade Pictures,200000.0,failure,2,Media & Publishing,411.0,102.0,15,North America
4042,5,5,5,4,PayScale,33386478.0,success,8,Information Technology,1004.0,2468.0,20,North America
4043,2,0,3,1,Payvment,7750000.0,success,3,Information Technology,0.0,698.0,13,North America
4044,5,5,4,5,Peak 10,12700000.0,success,2,Services,825.0,1637.0,22,North America
4045,5,1,2,4,PeakStream,22000000.0,success,2,Information Technology,120.0,505.0,17,North America
4046,2,2,3,4,Peanut Labs,4200000.0,success,2,Community and Lifestyle,396.0,748.0,17,North America
4047,1,1,2,1,Pearescope,325000.0,failure,2,Design & Platforms,145.0,559.0,13,North America
4048,8,4,4,3,Pearl Therapeutics,247500100.0,success,7,Health Care & Biotechnology,614.0,2033.0,16,North America
4049,8,7,0,1,Pebblebrook Hotel Trust,600000000.0,success,1,Real Estate,2115.0,0.0,13,North America
4050,6,8,0,5,PECO Pallet,38730470.0,failure,1,Services,5185.0,0.0,25,North America
4051,7,0,2,5,Pedestal Inc,55000000.0,failure,2,Commerce & Marketing,0.0,205.0,22,North America
4052,5,5,0,5,Pedestal Networks,20000000.0,success,1,Information Technology,1114.0,0.0,21,North America
4053,2,1,4,2,Peek,5576096.0,failure,3,Information Technology,61.0,1319.0,15,North America
4054,6,2,0,1,Peekaboo Mobile,38730470.0,success,1,Electronics,273.0,0.0,12,North America
4055,5,0,5,3,Peer39,29915000.0,success,7,Media & Publishing,0.0,2155.0,16,North America
4056,2,2,0,4,PeerMe,5000000.0,failure,1,Game & Applications,366.0,0.0,18,North America
4057,2,5,0,3,PeerPong,2800000.0,failure,1,Information Technology,1500.0,0.0,16,North America
4058,5,2,3,4,Pelago,22400000.0,success,3,Information Technology,335.0,573.0,17,North America
4059,5,7,4,5,Penguin Computing,19392756.0,success,6,Information Technology,2959.0,1898.0,24,North America
4060,7,5,2,5,Peninsula Pharmaceuticals,80000000.0,success,2,Health Care & Biotechnology,665.0,445.0,21,North America
4061,7,2,5,4,Pentaho,71995390.0,success,5,Data Science,426.0,2518.0,18,North America
4062,1,7,0,4,Penumbra,121230.0,success,1,Health Care & Biotechnology,3228.0,0.0,18,North America
4063,2,2,0,1,People Capital,2500000.0,failure,1,Services,535.0,0.0,14,North America
4064,1,0,0,1,People to Remember,25000.0,failure,1,Commerce & Marketing,0.0,0.0,12,North America
4065,6,7,0,5,PeopleAdmin,38730470.0,success,1,Education,3173.0,0.0,22,North America
4066,5,8,0,5,PeopleCube,17000000.0,success,1,Information Technology,4645.0,0.0,27,North America
4067,2,7,0,5,Peoplefilter Technology,4500000.0,success,1,Information Technology,2204.0,0.0,22,North America
4068,6,0,0,1,People's Software Company,38730470.0,failure,1,Services,0.0,0.0,14,North America
4069,3,6,0,5,Peppercoin,10000000.0,success,1,Information Technology,1768.0,0.0,21,North America
4070,2,7,4,4,Perceptis,7500000.0,success,2,Services,2322.0,1021.0,18,North America
4071,1,0,0,1,Perceptive Pixel,250000.0,success,1,Privacy and Security,0.0,0.0,12,North America
4072,5,5,3,5,Percutaneous Valve Technologies (PVT),19500000.0,success,2,Health Care & Biotechnology,731.0,730.0,23,North America
4073,7,8,3,5,Peregrine Semiconductor,40600000.0,success,2,Media & Publishing,4757.0,631.0,32,North America
4074,2,2,0,3,Perfect Escapes,2500000.0,failure,1,Travel and Tourism,455.0,0.0,16,North America
4075,5,2,4,2,Perfect Market,30600000.0,success,3,Media & Publishing,555.0,923.0,15,North America
4076,5,5,5,5,Perficient,28305854.0,success,3,Services,1467.0,4475.0,24,North America
4077,2,1,0,1,Performable,3000000.0,success,1,Media & Publishing,90.0,0.0,13,North America
4078,5,6,0,5,Performaworks,13000000.0,success,1,Information Technology,1635.0,0.0,23,North America
4079,5,5,2,5,Permeo Technologies,12000000.0,success,2,Information Technology,638.0,244.0,21,North America
4080,2,0,4,4,PermissionTV,9000000.0,failure,3,Media & Publishing,0.0,942.0,17,North America
4081,8,8,2,5,Pernix Therapeutics,99000000.0,success,2,Health Care & Biotechnology,5851.0,394.0,25,North America
4082,2,7,3,5,PerSay,4700000.0,success,2,Privacy and Security,2435.0,808.0,22,North America
4083,1,0,0,0,PerSer Corp,4000.0,failure,1,Information Technology,0.0,0.0,11,North America
4084,1,2,0,0,Asterisk,340419.0,failure,1,Media & Publishing,276.0,0.0,10,North America
4085,5,2,5,4,Persystent Technologies,25892230.0,success,5,Information Technology,577.0,2587.0,20,North America
4086,7,7,0,5,PerTrac Financial Solutions,63000000.0,success,1,Data Science,3495.0,0.0,26,North America
4087,2,2,2,0,Perzo,5500000.0,success,2,Other,343.0,268.0,10,North America
4088,5,2,0,0,Pet360,18000000.0,success,1,Community and Lifestyle,164.0,0.0,11,North America
4089,2,8,0,6,Petco,4351345.0,success,1,Community and Lifestyle,16700.0,0.0,57,North America
4090,7,2,4,3,Petra Systems,53999988.0,failure,2,Information Technology,507.0,992.0,16,North America
4091,2,2,3,1,Corensic,6000000.0,failure,2,Information Technology,386.0,722.0,14,North America
4092,6,7,2,6,PetSmart,38730470.0,success,2,Other,2038.0,31.0,36,North America
4093,6,1,0,0,PetVet Technologies INC.,38730470.0,failure,1,Services,2.0,0.0,7,North America
4094,5,1,0,1,Pfenex,24000000.0,success,1,Health Care & Biotechnology,2.0,0.0,13,North America
4095,2,7,0,5,PFSweb,8000000.0,success,1,Services,4165.0,0.0,23,North America
4096,7,7,5,5,PGP Corporation,65277710.0,success,5,Information Technology,2404.0,2750.0,26,North America
4097,2,7,0,5,PGP TrustCenter,8500000.0,success,1,Privacy and Security,3800.0,0.0,25,North America
4098,2,8,0,5,Pharmacopeia,7630000.0,success,1,Health Care & Biotechnology,4590.0,0.0,29,North America
4099,5,0,0,1,PharmaNation,25000000.0,failure,1,Information Technology,0.0,0.0,14,North America
4100,5,7,0,5,PharmAthene,19300000.0,success,1,Health Care & Biotechnology,3129.0,0.0,21,North America
4101,5,5,0,5,Phase Forward,25000000.0,success,1,Health Care & Biotechnology,1331.0,0.0,25,North America
4102,2,7,2,4,PHD Virtual Technologies,4000000.0,success,3,Information Technology,2496.0,491.0,17,North America
4103,2,0,2,0,Pheed,3500000.0,success,2,Information Technology,0.0,539.0,10,North America
4104,5,8,0,6,Phoenix Technologies,20300000.0,success,1,Information Technology,11490.0,0.0,43,North America
4105,2,7,2,5,PhoneGuard,4820350.0,success,2,Commerce & Marketing,3664.0,526.0,22,North America
4106,1,2,0,1,PhoneTell,1000000.0,failure,1,Information Technology,357.0,0.0,13,North America
4107,6,5,5,4,Photobucket,38986430.0,success,11,Information Technology,639.0,3891.0,19,North America
4108,2,2,2,1,PhotoRocket,1725834.0,failure,2,Media & Publishing,466.0,212.0,13,North America
4109,6,5,0,5,PhotoSecure,38730470.0,success,1,Services,1462.0,0.0,24,North America
4110,7,7,4,5,PhotoThera,80500000.0,failure,2,Health Care & Biotechnology,3277.0,1127.0,25,North America
4111,3,1,2,1,AppFog,9900000.0,success,3,Information Technology,72.0,302.0,12,North America
4112,3,2,2,2,Phurnace Software,10000000.0,success,2,Information Technology,253.0,294.0,15,North America
4113,5,5,3,5,PhyFlex Networks,20190000.0,success,2,Information Technology,1472.0,638.0,22,North America
4114,2,7,0,4,Phylogy,3000000.0,failure,1,Information Technology,2505.0,0.0,19,North America
4115,5,5,4,3,Nimbic,11544000.0,success,4,Information Technology,773.0,1418.0,16,North America
4116,3,5,0,4,PI Corporation,9400000.0,success,1,Information Technology,1303.0,0.0,19,North America
4117,1,2,0,0,PiAuto,250000.0,failure,1,Transportation,212.0,0.0,11,North America
4118,2,5,2,1,Image Space Media,3915000.0,success,2,Media & Publishing,749.0,345.0,14,North America
4119,2,2,0,1,PicApp,3200000.0,success,1,Media & Publishing,260.0,0.0,14,North America
4120,5,2,4,4,Picateers,12100000.0,failure,2,Information Technology,365.0,967.0,17,North America
4121,1,0,0,0,Pick a Student,40000.0,failure,1,Education,0.0,0.0,11,North America
4122,1,2,2,0,Pickie,1000000.0,success,2,Commerce & Marketing,425.0,242.0,11,North America
4123,1,0,0,0,Picklify,13000.0,failure,1,Commerce & Marketing,0.0,0.0,10,North America
4124,1,0,0,2,pickrset,100000.0,failure,1,Events,0.0,0.0,15,North America
4125,1,5,0,1,PiCloud,1400000.0,success,1,Information Technology,676.0,0.0,13,North America
4126,7,7,4,5,Picolight,49500000.0,success,3,Information Technology,3307.0,912.0,27,North America
4127,1,0,0,0,Picomize,12000.0,failure,1,Media & Publishing,0.0,0.0,11,North America
4128,1,1,2,0,Pict,1400000.0,success,2,Commerce & Marketing,27.0,421.0,10,North America
4129,2,1,3,1,"Pictela, now ONE by AOL: Creative",3499997.0,success,4,Media & Publishing,81.0,672.0,14,North America
4130,1,2,0,0,Pictorious,25000.0,failure,1,Electronics,164.0,0.0,11,North America
4131,5,5,0,5,PictureIQ,16000000.0,failure,1,Information Technology,761.0,0.0,24,North America
4132,5,8,0,5,Piczo,11000000.0,success,1,Community and Lifestyle,5905.0,0.0,32,North America
4133,6,1,0,0,Pieceable,38730470.0,success,1,Electronics,59.0,0.0,11,North America
4134,2,1,0,0,"Pier, Inc.",2000000.0,failure,1,Information Technology,47.0,0.0,8,North America
4135,2,1,2,0,Piictu,1730000.0,success,3,Other,150.0,305.0,11,North America
4136,1,1,3,1,Pinch Media,560001.0,success,3,Media & Publishing,30.0,615.0,14,North America
4137,1,0,0,0,Pinevio,22664.0,failure,1,Other,0.0,0.0,11,North America
4138,6,8,1,6,Elias Borges Urzeda,38730470.0,success,2,Information Technology,8200.0,10.0,36,North America
4139,1,5,0,1,Pinkdingo,1400000.0,failure,1,Information Technology,741.0,0.0,13,North America
4140,5,6,4,2,Pinnacle Engines,13500000.0,failure,2,Information Technology,1550.0,1134.0,15,North America
4141,2,5,0,5,Pintex Pharmaceuticals,7250000.0,success,1,Electronics,967.0,0.0,22,North America
4142,1,1,0,0,Pintics,10000.0,failure,1,Information Technology,129.0,0.0,10,North America
4143,5,1,4,0,"Piston Cloud Computing, Inc.",28830988.0,success,7,Information Technology,86.0,1486.0,11,North America
4144,1,2,0,0,Pitchbrite,200000.0,success,1,Information Technology,304.0,0.0,11,North America
4145,5,2,5,4,Pivot,13100000.0,success,3,Services,275.0,2732.0,18,North America
4146,7,7,5,5,PivotLink,45585068.0,success,6,Data Science,3332.0,2206.0,24,North America
4147,2,3,2,1,Pixable,6100000.0,success,2,Media & Publishing,608.0,163.0,13,North America
4148,6,2,2,0,Pixelapse,38730470.0,success,2,Other,365.0,156.0,11,North America
4149,7,5,4,4,PixelOptics,92505380.0,failure,4,Health Care & Biotechnology,1391.0,1548.0,17,North America
4150,2,0,4,1,Pixelpipe,2300000.0,failure,2,Media & Publishing,0.0,1575.0,14,North America
4151,1,6,0,2,OfficeDrop,1000000.0,failure,1,Information Technology,1551.0,0.0,15,North America
4152,2,5,2,4,PixSense,7400000.0,failure,2,Electronics,1430.0,202.0,19,North America
4153,7,2,5,4,Pixtronix,53700000.0,success,6,Information Technology,158.0,2206.0,17,North America
4154,1,5,0,2,PlaceVine,500000.0,success,1,Media & Publishing,786.0,0.0,15,North America
4155,2,5,0,2,Planet Metrics,2300000.0,failure,1,Information Technology,681.0,0.0,15,North America
4156,2,7,4,5,Planet Payment,7998800.0,success,2,Electronics,2496.0,1477.0,23,North America
4157,2,2,0,5,PlanetFeedback,6000000.0,failure,1,Services,336.0,0.0,23,North America
4158,5,6,4,5,Planitax,17500000.0,success,3,Services,1613.0,1150.0,23,North America
4159,2,2,4,1,PlasmaSi,2806096.0,failure,5,Information Technology,494.0,1541.0,13,North America
4160,1,5,0,0,Plasmyd,15000.0,success,1,Health Care & Biotechnology,794.0,0.0,11,North America
4161,5,5,4,3,Plastic Jungle,23400000.0,success,4,Commerce & Marketing,792.0,1112.0,16,North America
4162,5,7,0,5,Plateau Systems,18000000.0,success,1,Services,1850.0,0.0,26,North America
4163,5,7,0,5,Platform Solutions,37000000.0,success,1,Information Technology,3252.0,0.0,23,North America
4164,6,6,0,6,Platinum Software Corporation,38730470.0,failure,1,Services,1733.0,0.0,38,North America
4165,5,7,4,5,Plato Networks,29527668.0,failure,3,Media & Publishing,4221.0,1052.0,26,North America
4166,5,0,4,4,Plaxo,28300000.0,success,4,Information Technology,0.0,1553.0,20,North America
4167,6,3,0,3,PlayCafe,38730470.0,failure,1,Game & Applications,609.0,0.0,16,North America
4168,1,0,0,0,PLAYD8,60000.0,failure,1,Community and Lifestyle,0.0,0.0,11,North America
4169,7,5,2,1,Playdom,76000000.0,success,2,Information Technology,649.0,222.0,14,North America
4170,1,2,2,0,PlayerDuel,21189.0,failure,2,Electronics,247.0,282.0,11,North America
4171,5,0,5,4,PlayFirst,37720000.0,success,5,Game & Applications,0.0,3402.0,18,North America
4172,5,0,5,0,PlayHaven,30800000.0,success,6,Media & Publishing,0.0,2393.0,8,North America
4173,2,2,4,1,Playnomics,6000000.0,success,3,Information Technology,349.0,1162.0,13,North America
4174,3,5,2,1,PlayOn! Sports,10000000.0,success,2,Game & Applications,944.0,396.0,14,North America
4175,1,1,4,1,PlaySay,820000.0,success,3,Information Technology,150.0,875.0,14,North America
4176,7,2,4,3,PlaySpan,46300000.0,success,4,Game & Applications,488.0,1083.0,16,North America
4177,1,7,0,5,Plethora Technology,1000000.0,failure,1,Information Technology,1986.0,0.0,22,North America
4178,7,5,5,4,Plextronics,54847500.0,success,10,Information Technology,875.0,3419.0,20,North America
4179,7,6,0,5,Plexxikon,46000000.0,success,1,Health Care & Biotechnology,1607.0,0.0,22,North America
4180,7,5,3,3,Pliant Technology,50300010.0,success,3,Information Technology,690.0,685.0,16,North America
4181,2,2,0,1,Plixi,2600000.0,success,1,Information Technology,377.0,0.0,13,North America
4182,2,2,3,1,Plizy,5200000.0,failure,2,Information Technology,260.0,574.0,12,North America
4183,5,2,4,4,Pluck,17000000.0,success,3,Information Technology,365.0,1048.0,19,North America
4184,1,5,0,0,Plug.dj,1250000.0,failure,1,Information Technology,674.0,0.0,10,North America
4185,2,4,0,3,PluggedIn,2000000.0,failure,1,Media & Publishing,623.0,0.0,16,North America
4186,1,0,0,0,PlugRE.com,250000.0,failure,1,Services,0.0,0.0,7,North America
4187,1,5,0,0,Plukka,1000000.0,success,1,Commerce & Marketing,793.0,0.0,11,North America
4188,5,6,0,5,Plumtree Software,23000000.0,success,1,Information Technology,1624.0,0.0,26,North America
4189,5,7,4,4,PlumTV,29600000.0,failure,3,Media & Publishing,1816.0,2122.0,20,North America
4190,1,2,0,2,Plura Processing,750000.0,failure,1,Information Technology,243.0,0.0,15,North America
4191,6,0,0,1,Plurchase,38730470.0,failure,1,Information Technology,0.0,0.0,13,North America
4192,2,7,3,4,Pluromed,2437899.0,success,3,Information Technology,2667.0,685.0,19,North America
4193,2,5,0,3,Plusmo,4410000.0,success,1,Electronics,700.0,0.0,16,North America
4194,6,2,0,5,pMDsoft,38730470.0,failure,1,Health Care & Biotechnology,304.0,0.0,23,North America
4195,7,5,4,4,PneumRx,60000000.0,success,2,Health Care & Biotechnology,1160.0,1400.0,18,North America
4196,2,5,2,0,PoachIt,2800000.0,failure,2,Commerce & Marketing,842.0,512.0,11,North America
4197,1,2,2,0,RallyCause,150000.0,failure,2,Electronics,515.0,16.0,11,North America
4198,8,5,2,3,Pocket Communications Northeast,125000000.0,failure,2,Electronics,1035.0,111.0,16,North America
4199,1,0,0,0,Pocket Money,100000.0,failure,1,Education,0.0,0.0,8,North America
4200,2,2,4,4,Podcast Ready,2490000.0,success,2,Information Technology,402.0,1527.0,17,North America
4201,2,1,4,4,Polimetrix,7530000.0,success,2,Data Science,74.0,980.0,18,North America
4202,1,1,3,1,eVoter,599997.0,failure,2,Information Technology,31.0,850.0,13,North America
4203,1,1,0,0,PollVaultr,60000.0,failure,1,Information Technology,150.0,0.0,10,North America
4204,5,7,0,4,PolyMedix,14000000.0,success,1,Health Care & Biotechnology,3012.0,0.0,20,North America
4205,7,2,5,5,PolyServe,73500000.0,success,5,Information Technology,365.0,2498.0,23,North America
4206,5,2,4,2,Polyvore,22100000.0,success,3,Information Technology,309.0,1508.0,15,North America
4207,2,7,0,5,Ponte Solutions,7500000.0,success,1,Information Technology,2305.0,0.0,21,North America
4208,5,2,4,1,"Crossboard Mobile (Formerly Pontiflex, Inc.)",23949992.0,success,5,Media & Publishing,449.0,1898.0,14,North America
4209,5,7,2,5,PopCap Games,29866460.0,success,2,Game & Applications,3432.0,134.0,22,North America
4210,6,1,0,0,Popset,38730470.0,failure,1,Other,29.0,0.0,10,North America
4211,1,5,2,2,Poptank Studios,810000.0,failure,2,Game & Applications,764.0,258.0,15,North America
4212,2,1,2,0,Poptip,2410000.0,success,3,Data Science,60.0,457.0,10,North America
4213,5,5,2,4,PopularMedia,12250000.0,success,2,Media & Publishing,1492.0,543.0,19,North America
