,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
7707,Telerik,38730470.0,success,1,Game & Applications,2428.0,0.0,20,Europe
7708,5Rocks,3987693.0,success,2,Game & Applications,0.0,1098.0,9,Asia
7709,BCNX,938830.0,success,2,Media & Publishing,0.0,348.0,9,Asia
7710,Bellwave Co,13000000.0,success,1,Design & Platforms,5044.0,0.0,23,Asia
7711,BetaStudios,59063.0,success,2,Commerce & Marketing,561.0,78.0,15,Asia
7712,Blue night,400000.0,failure,1,Information Technology,63.0,0.0,7,Asia
7713,Crowd Sourced Story,38730470.0,failure,1,Services,516.0,0.0,8,Asia
7714,Deline.JY Inc.,100000.0,failure,1,Information Technology,6.0,0.0,14,Asia
7715,GAMEVIL,80000000.0,success,1,Game & Applications,4918.0,0.0,22,Asia
7716,Juvonex,100000.0,failure,1,Privacy and Security,4.0,0.0,7,Asia
7717,Nanorex,38730470.0,failure,1,Information Technology,2557.0,0.0,18,Asia
7718,NHN Corp. (Naver),38730470.0,success,1,Information Technology,5006.0,0.0,23,Asia
7719,Olaworks,4000000.0,success,1,Information Technology,363.0,0.0,16,Asia
7720,Paprika Lab,3200000.0,success,2,Other,682.0,426.0,15,Asia
7721,Pokemall,38730470.0,failure,1,Services,30.0,0.0,7,Asia
7722,RecoBell,38730470.0,success,1,Data Science,553.0,0.0,9,Asia
7723,Sentence Lab,88731.0,failure,3,Information Technology,0.0,609.0,10,Asia
7724,StoryBlender,1500000.0,failure,1,Information Technology,820.0,0.0,17,Asia
7725,Ticket Monster (Korea),10959636.0,success,2,Commerce & Marketing,181.0,162.0,12,Asia
7726,"Touchring Co., Ltd.",2000000.0,failure,1,Information Technology,607.0,0.0,15,Asia
7727,TU Media Corp,40000000.0,failure,1,Services,1179.0,0.0,19,Asia
7728,Waple,38730470.0,failure,1,Information Technology,152.0,0.0,7,Asia
7729,6N Silicon,5714285.5,success,1,Science & Engineering,559.0,0.0,16,North America
7730,Abattis Bioceuticals,400988.0,success,3,Health Care & Biotechnology,4783.0,1251.0,25,North America
7731,AbeBooks,38730470.0,success,1,Information Technology,2800.0,0.0,26,North America
7732,Aceris 3D Inspection,4880000.0,failure,1,Media & Publishing,2706.0,0.0,22,North America
7733,ADCentricity,2940000.0,success,1,Media & Publishing,468.0,0.0,15,North America
7734,PostRank,38730470.0,success,1,Data Science,733.0,0.0,15,North America
7735,Akoha,1900000.0,failure,1,Game & Applications,514.0,0.0,16,North America
7736,Amaya Gaming,800000.0,success,1,Game & Applications,2952.0,0.0,18,North America
7737,Anterra Energy,7000000.0,failure,1,Information Technology,4620.0,0.0,21,North America
7738,Antibe Therapeutics,3856398.0,success,3,Health Care & Biotechnology,1319.0,597.0,12,North America
7739,AppHero,1800000.0,success,1,Electronics,431.0,0.0,11,North America
7740,Appifier,318627.0,success,1,Design & Platforms,296.0,0.0,11,North America
7741,Aquinox Pharmaceuticals,74119370.0,success,7,Health Care & Biotechnology,1258.0,2122.0,18,North America
7742,Arius Research,23500000.0,success,2,Health Care & Biotechnology,2513.0,103.0,23,North America
7743,AddIn Social,54493.0,failure,2,Information Technology,0.0,469.0,12,North America
7744,AssetMetrix Corporation,3000000.0,success,1,Information Technology,1859.0,0.0,22,North America
7745,Atreo Medical,410958.0,success,1,Health Care & Biotechnology,580.0,0.0,15,North America
7746,Atsana Semiconductor,10000000.0,success,1,Media & Publishing,1839.0,0.0,23,North America
7747,Avokia,6430000.0,failure,1,Information Technology,2214.0,0.0,22,North America
7748,Avrupa Minerals,1100000.0,success,1,Natural Resources,2429.0,0.0,14,North America
7749,b5media,2000000.0,success,1,Media & Publishing,501.0,0.0,17,North America
7750,Ballard Power Systems,12500000.0,success,2,Information Technology,11347.0,927.0,43,North America
7751,Banro Corporation,40000000.0,failure,1,Manufacturing,883.0,0.0,11,North America
7752,BeeFirst.in,9522.0,failure,1,Media & Publishing,0.0,0.0,12,North America
7753,BelAir Networks,60900000.0,success,4,Electronics,812.0,1377.0,20,North America
7754,Bering Media,7500000.0,success,2,Media & Publishing,674.0,663.0,14,North America
7755,Bex,1050000.0,failure,2,Information Technology,1076.0,95.0,11,North America
7756,Biosyntech,1400000.0,failure,1,Health Care & Biotechnology,5704.0,0.0,28,North America
7757,BlackBerry,1000000000.0,success,1,Information Technology,10900.0,0.0,38,North America
7758,Blacksumac,300000.0,success,1,Information Technology,418.0,0.0,10,North America
7759,Blaze.io,1000000.0,success,1,Information Technology,311.0,0.0,12,North America
7760,Bluestreak Technology,39000000.0,success,4,Electronics,1189.0,1389.0,20,North America
7761,Bridgewater Systems,38730470.0,success,1,Electronics,730.0,0.0,25,North America
7762,Brightkit,38730470.0,success,1,Community and Lifestyle,2825.0,0.0,16,North America
7763,brotips,38730470.0,failure,1,Game & Applications,287.0,0.0,11,North America
7764,BufferBox,1000000.0,success,1,Commerce & Marketing,427.0,0.0,11,North America
7765,BumpTop,1650000.0,success,1,Information Technology,432.0,0.0,15,North America
7766,Buyosphere,325000.0,failure,1,Commerce & Marketing,734.0,0.0,12,North America
7767,Cablato,153553.0,failure,1,Media & Publishing,243.0,0.0,7,North America
7768,Callio Technologies,1250000.0,failure,1,Privacy and Security,1493.0,0.0,21,North America
7769,Canopy Labs,2064000.0,failure,2,Data Science,347.0,463.0,10,North America
7770,Canpages,110000000.0,success,1,Media & Publishing,0.0,0.0,16,North America
7771,Canwest,24000000.0,success,1,Game & Applications,13156.0,0.0,48,North America
7772,Cardinal Media Technologies,63925.0,failure,1,Information Technology,49.0,0.0,12,North America
7773,Cascada Mobile,2000000.0,failure,1,Information Technology,731.0,0.0,18,North America
7774,Casero,13300000.0,success,2,Information Technology,1080.0,1034.0,20,North America
7775,Chango,18628332.0,success,4,Media & Publishing,911.0,875.0,14,North America
7776,Chesswood Group,32000000.0,success,1,Services,12123.0,0.0,40,North America
7777,Clarius Mobile Health Corp.,6500000.0,failure,2,Health Care & Biotechnology,14.0,320.0,8,North America
7778,Cogeco Cable,390000000.0,success,2,Media & Publishing,7849.0,437.0,30,North America
7779,Compilr,38730470.0,success,1,Information Technology,529.0,0.0,12,North America
7780,"Copypants, Inc.",55000.0,failure,1,Information Technology,0.0,0.0,7,North America
7781,Cortex Business Solutions,4826784.0,failure,3,Information Technology,3798.0,1423.0,23,North America
7782,Covarity,11000000.0,success,4,Services,1640.0,1576.0,21,North America
7783,Crocodile Gold,18000000.0,failure,1,Manufacturing,1876.0,0.0,13,North America
7784,CrowdFanatic,38730470.0,failure,1,Information Technology,31.0,0.0,13,North America
7785,CRS Electronics,668421.0,success,1,Information Technology,4884.0,0.0,24,North America
7786,Cynapsus Therapeutics,36713050.0,success,5,Health Care & Biotechnology,3009.0,1098.0,18,North America
7787,Cyrium Technologies,17606422.0,failure,2,Manufacturing,1443.0,960.0,20,North America
7788,Dabble DB,38730470.0,success,1,Information Technology,0.0,0.0,12,North America
7789,Dalradian Resources,13535982.0,success,1,Science & Engineering,1875.0,0.0,13,North America
7790,DAVIDsTEA,13962782.0,success,1,Commerce & Marketing,1471.0,0.0,14,North America
7791,Day4 Energy,9322034.0,success,2,Science & Engineering,1796.0,418.0,21,North America
7792,Dayforce,40000000.0,success,3,Information Technology,486.0,614.0,14,North America
7793,Del Mar Pharmaceuticals,13100000.0,success,2,Health Care & Biotechnology,1161.0,896.0,12,North America
7794,DIRTT Environmental Solutions,46941950.0,success,2,Information Technology,1206.0,1065.0,17,North America
7795,Distech Controls,36893204.0,success,1,Information Technology,6654.0,0.0,27,North America
7796,Distil Interactive,3048000.0,success,3,Information Technology,424.0,474.0,17,North America
7797,DokDok,535726.0,success,2,Other,89.0,610.0,13,North America
7798,dPoint Technologies,2600000.0,success,1,Information Technology,1818.0,0.0,17,North America
7799,Dubuc Motors,1500000.0,failure,2,Consumer Goods,0.0,1169.0,9,North America
7800,Eagle Hill Exploration,12000000.0,failure,1,Science & Engineering,2783.0,0.0,16,North America
7801,Easy Bill Online,100000.0,failure,1,Transportation,1757.0,0.0,19,North America
7802,EcoBuddiesÃ¢âÂ¢ Interactive,38730470.0,failure,1,Sustainability,0.0,0.0,15,North America
7803,Element Financial Corporation,125000000.0,failure,1,Services,2622.0,0.0,15,North America
7804,Empire Avenue,1400000.0,success,2,Media & Publishing,317.0,369.0,13,North America
7805,Enablence Technologies,21000000.0,success,1,Media & Publishing,2896.0,0.0,19,North America
7806,Engagement Labs,14000000.0,success,2,Data Science,2224.0,410.0,14,North America
7807,Engagio (old),540000.0,failure,1,Information Technology,45.0,0.0,10,North America
7808,Enobia Pharma,158261600.0,success,5,Health Care & Biotechnology,2939.0,2393.0,25,North America
7809,Enomaly,38730470.0,success,1,Information Technology,2065.0,0.0,18,North America
7810,Entrec,240000000.0,failure,1,Transportation,7005.0,0.0,27,North America
7811,Captual,24999996.0,success,1,Education,1862.0,0.0,15,North America
7812,EQO,12500000.0,failure,2,Information Technology,0.0,479.0,16,North America
7813,Espial Group,21000000.0,success,2,Information Technology,1727.0,4656.0,25,North America
7814,Ethical Ocean,725000.0,failure,2,Commerce & Marketing,237.0,304.0,13,North America
7815,Extreme Startups,8800000.0,failure,2,Information Technology,30.0,367.0,10,North America
7816,Fermentas International,38730470.0,success,1,Services,11985.0,0.0,47,North America
7817,FirstHand Technologies,13000000.0,success,2,Information Technology,1205.0,399.0,20,North America
7818,Fixmo,31000000.0,success,5,Privacy and Security,215.0,1086.0,13,North America
7819,Fluent.ai,414016.0,failure,1,Information Technology,120.0,0.0,7,North America
7820,FOODSCROOGE,200554.0,failure,1,Commerce & Marketing,123.0,0.0,12,North America
7821,fypio,2400000.0,success,2,Data Science,24.0,432.0,9,North America
7822,GaleForce Solutions,2120000.0,success,1,Services,1210.0,0.0,19,North America
7823,Gemin X Pharmaceuticals,71259080.0,success,4,Health Care & Biotechnology,3836.0,782.0,24,North America
7824,GeneNews,19904010.0,success,6,Health Care & Biotechnology,3476.0,2570.0,24,North America
7825,Generex Biotechnology,9350000.0,success,4,Health Care & Biotechnology,10251.0,563.0,39,North America
7826,GenoLogics,21988000.0,success,7,Health Care & Biotechnology,1129.0,3044.0,20,North America
7827,Gentor Resources,146071.0,failure,1,Manufacturing,3337.0,0.0,17,North America
7828,George Mobile,300000.0,failure,1,Information Technology,424.0,0.0,12,North America
7829,GFS IT,465743.0,failure,1,Services,400.0,0.0,13,North America
7830,GigPark,200000.0,success,1,Community and Lifestyle,0.0,0.0,15,North America
7831,GLENTEL,1610000.0,success,1,Services,18962.0,0.0,59,North America
7832,Globel Direct,1490000.0,failure,1,Commerce & Marketing,13462.0,0.0,53,North America
7833,GoInstant,1700000.0,success,1,Information Technology,621.0,0.0,12,North America
7834,Great Mobile Meetings,100300.0,failure,1,Information Technology,0.0,0.0,11,North America
7835,Gridcentric,38730470.0,failure,2,Information Technology,689.0,110.0,13,North America
7836,Hallpass Media,2000000.0,success,1,Game & Applications,0.0,0.0,14,North America
7837,HighScore House,284775.0,failure,2,Game & Applications,0.0,390.0,11,North America
7838,HomeSav,1200000.0,success,1,Commerce & Marketing,634.0,0.0,12,North America
7839,Hurrier,192357.0,success,2,Commerce & Marketing,120.0,92.0,9,North America
7840,Hybrid Paytech,300000.0,success,1,Information Technology,2361.0,0.0,14,North America
7841,hybris,30000000.0,success,4,Media & Publishing,4650.0,1257.0,25,North America
7842,Hydrogenics,7500000.0,success,1,Sustainability,7065.0,0.0,26,North America
7843,IDYIA Innovations,267500.0,failure,1,Information Technology,12290.0,0.0,50,North America
7844,Immunovaccine,15400000.0,success,2,Health Care & Biotechnology,5073.0,288.0,22,North America
7845,In Motion Technology,5639000.0,success,2,Electronics,851.0,1784.0,20,North America
7846,Indicee,6000000.0,failure,1,Information Technology,1403.0,0.0,16,North America
7847,INEA Corporation,7500000.0,success,1,Services,4530.0,0.0,30,North America
7848,Intellipharmaceutics International,12000000.0,success,1,Health Care & Biotechnology,4793.0,0.0,24,North America
7849,IPICO,2500000.0,success,1,Information Technology,2372.0,0.0,18,North America
7850,Iscopia Software,9533642.0,failure,2,Health Care & Biotechnology,5197.0,413.0,29,North America
7851,iWeb Technologies,33521972.0,success,6,Information Technology,3555.0,793.0,26,North America
7852,Kera,50000.0,failure,1,Other,213.0,0.0,10,North America
7853,"Kibboko, Inc.",2500000.0,failure,1,Information Technology,0.0,0.0,14,North America
7854,Kiind.me,745000.0,failure,4,Commerce & Marketing,495.0,568.0,11,North America
7855,Kitara Media,17000000.0,success,2,Information Technology,3582.0,166.0,18,North America
7856,Kneebone,482000.0,success,2,Information Technology,1803.0,393.0,18,North America
7857,Kobo,78812456.0,success,3,Commerce & Marketing,0.0,449.0,13,North America
7858,Lagoa,8341441.0,success,3,Information Technology,443.0,307.0,10,North America
7859,Lat49,3800000.0,failure,2,Media & Publishing,303.0,624.0,15,North America
7860,LayerBoom,200000.0,success,1,Information Technology,216.0,0.0,13,North America
7861,Learndot,610547.0,success,3,Education,457.0,610.0,13,North America
7862,Liquid Computing,43956296.0,failure,4,Commerce & Marketing,859.0,1640.0,19,North America
7863,Locationary,2500000.0,success,1,Data Science,695.0,0.0,13,North America
7864,Lorus Therapeutics,28250000.0,failure,1,Health Care & Biotechnology,10340.0,0.0,36,North America
7865,Ludia,1500000.0,success,1,Design & Platforms,31.0,0.0,15,North America
7866,lululemon athletica,93000000.0,failure,1,Sports,2904.0,0.0,24,North America
7867,Lumenpulse,16000000.0,success,1,Manufacturing,2045.0,0.0,16,North America
7868,Luxury Quotient India Private Limited,38730470.0,failure,1,Commerce & Marketing,193.0,0.0,8,North America
7869,LymphoSign,5900000.0,success,1,Health Care & Biotechnology,1279.0,0.0,22,North America
7870,Lysac Technologies,3784218.0,success,1,Commerce & Marketing,2380.0,0.0,24,North America
7871,Listn,500000.0,success,1,Information Technology,430.0,0.0,10,North America
7872,MagMe,1000000.0,failure,1,Media & Publishing,425.0,0.0,14,North America
7873,mDialog,8027970.0,success,2,Media & Publishing,1033.0,1428.0,17,North America
7874,MediaCore,6500000.0,success,3,Media & Publishing,586.0,1293.0,12,North America
7875,MediaScrape,5200000.0,failure,3,Media & Publishing,0.0,837.0,16,North America
7876,Medicago,10000000.0,failure,1,Health Care & Biotechnology,4880.0,0.0,25,North America
7877,Memex Automation,3900000.0,success,1,Manufacturing,8554.0,0.0,30,North America
7878,Meriton Networks,54000000.0,success,1,Information Technology,2004.0,0.0,22,North America
7879,Merus Labs,20000000.0,failure,1,Health Care & Biotechnology,803.0,0.0,10,North America
7880,Metafor Software,38730470.0,success,1,Data Science,1039.0,0.0,12,North America
7881,Metranome,2000000.0,failure,1,Electronics,722.0,0.0,15,North America
7882,Microbix Biosystems,2132417.0,success,4,Health Care & Biotechnology,7936.0,1611.0,34,North America
7883,Mingleverse,1840000.0,failure,2,Information Technology,392.0,636.0,14,North America
7884,Mobidia Technology,19272264.0,success,7,Electronics,413.0,3492.0,18,North America
7885,Mobivox,11000000.0,success,1,Electronics,0.0,0.0,15,North America
7886,ModernAdvisor,2200000.0,failure,1,Services,995.0,0.0,9,North America
7887,Mojo Labs Co.,34468.0,failure,2,Information Technology,123.0,68.0,12,North America
7888,MovieSet,6500000.0,failure,2,Information Technology,526.0,44.0,15,North America
7889,MyFrontSteps,3000000.0,failure,1,Information Technology,205.0,0.0,14,North America
7890,N-able Technologies,38730470.0,success,1,Information Technology,4295.0,0.0,22,North America
7891,Nanotech Security,6058274.0,success,3,Privacy and Security,1369.0,797.0,13,North America
7892,Natural Convergence,19114248.0,success,2,Information Technology,1313.0,837.0,21,North America
7893,Needium,1000000.0,failure,1,Information Technology,0.0,0.0,12,North America
7894,NeoEdge Networks,10000000.0,success,3,Media & Publishing,1863.0,1291.0,20,North America
7895,Neovasc,25848302.0,failure,2,Information Technology,489.0,1787.0,14,North America
7896,Neuralitic Systems,18000000.0,success,3,Electronics,640.0,851.0,15,North America
7897,Neuromed Pharmaceuticals,85300000.0,success,2,Health Care & Biotechnology,2136.0,1384.0,24,North America
7898,NexJ Systems,22846974.0,success,2,Information Technology,2669.0,391.0,19,North America
7899,NodeFly,800000.0,success,1,Information Technology,676.0,0.0,11,North America
7900,North American Palladium,4500000.0,failure,1,Manufacturing,7710.0,0.0,29,North America
7901,Northcore Technologies,6000000.0,success,1,Information Technology,5645.0,0.0,27,North America
7902,NoteWagon,250000.0,success,2,Information Technology,196.0,0.0,12,North America
7903,NowPublic,12000000.0,success,3,Media & Publishing,0.0,911.0,17,North America
7904,NuVista Energy,39700000.0,failure,1,Information Technology,3954.0,0.0,19,North America
7905,Objectworld Communications,6500000.0,success,1,Information Technology,4426.0,0.0,28,North America
7906,Opalis Software,8500000.0,success,1,Information Technology,2526.0,0.0,23,North America
7907,Openera,250000.0,success,1,Information Technology,706.0,0.0,11,North America
7908,OpenText Corporation,100000000.0,success,1,Information Technology,8138.0,0.0,31,North America
7909,OrganiGram,5000000.0,success,1,Health Care & Biotechnology,848.0,0.0,9,North America
7910,OZ Communications,34000000.0,success,2,Information Technology,4961.0,848.0,31,North America
7911,PaperDoDo,50000.0,failure,1,Information Technology,761.0,0.0,9,North America
7912,Parkit Enterprise,5000000.0,success,1,Real Estate,2439.0,0.0,14,North America
7913,Perspecsys,20000000.0,success,3,Information Technology,393.0,1196.0,13,North America
7914,PetLynx Corporation,6579383.0,failure,3,Other,0.0,3379.0,21,North America
7915,Picostorm Code Labs,401201.0,failure,1,Information Technology,388.0,0.0,13,North America
7916,Placeling,38730470.0,failure,1,Electronics,226.0,0.0,11,North America
7917,Poynt,6261912.0,success,2,Electronics,1466.0,102.0,15,North America
7918,Problemcity.com,10000.0,failure,1,Information Technology,0.0,0.0,11,North America
7919,ProMetic Life Sciences,25100000.0,success,2,Health Care & Biotechnology,7994.0,254.0,30,North America
7920,ProNAi Therapeutics,80231460.0,success,5,Health Care & Biotechnology,2552.0,1551.0,18,North America
7921,ProntoForms,11600000.0,success,3,Information Technology,1744.0,3614.0,21,North America
7922,Protecode,4190878.0,success,1,Services,379.0,0.0,15,North America
7923,Pure Energies Group,15000000.0,success,3,Information Technology,1465.0,421.0,13,North America
7924,Queerfeed Media,130000.0,failure,1,Information Technology,0.0,0.0,12,North America
7925,Query Hunter,38730470.0,failure,1,Data Science,0.0,0.0,11,North America
7926,QuIC Financial Technologies,10000000.0,failure,1,Services,2931.0,0.0,24,North America
7927,Salesforce Radian6,9000000.0,success,2,Information Technology,423.0,552.0,16,North America
7928,RapidMind,10866000.0,success,2,Information Technology,803.0,406.0,18,North America
7929,Recon Instruments,17000000.0,success,3,Electronics,1462.0,826.0,14,North America
7930,RentColumn Communications,5026.0,failure,1,Media & Publishing,122.0,0.0,10,North America
7931,RESAAS,18035388.0,success,12,Information Technology,27.0,2043.0,13,North America
7932,Response Biomedical,21665600.0,success,6,Health Care & Biotechnology,6358.0,1720.0,30,North America
7933,Resverlogix,60741996.0,success,5,Health Care & Biotechnology,3374.0,1557.0,21,North America
7934,Retsly,540315.0,success,3,Real Estate,11.0,230.0,9,North America
7935,Roam I.T.,1900000.0,failure,1,Information Technology,1434.0,0.0,24,North America
7936,Roomish,30000.0,failure,1,Travel and Tourism,61.0,0.0,10,North America
7937,Ryma Technology Solutions,10000000.0,failure,2,Services,1980.0,1017.0,22,North America
7938,Rypple,13000000.0,success,3,Other,0.0,881.0,14,North America
7939,Sandvine,33000000.0,success,1,Information Technology,4790.0,0.0,21,North America
7940,Schumon & Co.,38730470.0,failure,1,Services,29.0,0.0,7,North America
7941,"theScore, Inc.",54338764.0,success,3,Electronics,186.0,660.0,10,North America
7942,ScreenScape Networks,4000000.0,failure,2,Media & Publishing,0.0,1029.0,15,North America
7943,SeaWell Networks,17412208.0,success,5,Information Technology,797.0,1354.0,14,North America
7944,Seven Generations Energy,251000000.0,success,1,Information Technology,2178.0,0.0,14,North America
7945,Sharingforce,101463.0,failure,1,Media & Publishing,425.0,0.0,11,North America
7946,Shiny Ads,500000.0,success,1,Media & Publishing,691.0,0.0,13,North America
7947,Shopify,122000000.0,success,3,Data Science,2385.0,1094.0,18,North America
7948,SiGe Semiconductor,28500000.0,success,2,Media & Publishing,3288.0,879.0,26,North America
7949,SiteBrand,477000.0,success,1,Information Technology,3817.0,0.0,22,North America
7950,SiXtron Advanced Materials,13410000.0,failure,3,Information Technology,14.0,1881.0,18,North America
7951,SJS,2500000.0,success,1,Real Estate,8796.0,0.0,38,North America
7952,SkyWave Mobile,12300000.0,success,1,Information Technology,2130.0,0.0,25,North America
7953,SlideJar,292207.0,failure,1,Information Technology,0.0,0.0,9,North America
7954,Slyce,37400000.0,success,5,Information Technology,506.0,723.0,10,North America
7955,SocialDeck,456506.0,success,1,Game & Applications,597.0,0.0,14,North America
7956,Spot Coffee,300000.0,failure,1,Health Care & Biotechnology,6645.0,0.0,26,North America
7957,SqueezeCMM,38730470.0,success,1,Information Technology,0.0,0.0,9,North America
7958,Standout Jobs,1980198.0,success,1,Other,361.0,0.0,15,North America
7959,Star Fever Agency,550000.0,failure,2,Game & Applications,0.0,192.0,13,North America
7960,Starburst Coin Machines,5960000.0,failure,1,Game & Applications,11705.0,0.0,47,North America
7961,Storm Media Innovations Inc,100000.0,failure,1,Commerce & Marketing,3471.0,0.0,22,North America
7962,Strangeloop Networks,21500000.0,success,2,Information Technology,568.0,1569.0,16,North America
7963,Summify,38730470.0,success,3,Media & Publishing,137.0,377.0,13,North America
7964,Supreme Pharmaceuticals,2004551.0,success,4,Electronics,287.0,205.0,8,North America
7965,SurfEasy,38730470.0,success,1,Information Technology,196.0,0.0,11,North America
7966,Syncapse,28300000.0,failure,2,Design & Platforms,1225.0,290.0,15,North America
7967,Sysomos,250000.0,success,1,Data Science,463.0,0.0,15,North America
7968,TerraX Minerals,675000.0,failure,1,Information Technology,2599.0,0.0,15,North America
7969,Thoora,4169942.0,failure,1,Other,2.0,0.0,14,North America
7970,TinyMob Games,2000000.0,failure,1,Information Technology,73.0,0.0,9,North America
7971,TIO Networks,1005975.0,success,2,Services,4322.0,2517.0,25,North America
7972,Tira Wireless,23500000.0,failure,4,Information Technology,653.0,1727.0,21,North America
7973,Torex Retail Canada,60000.0,failure,1,Information Technology,8061.0,0.0,39,North America
7974,TransGaming,500000.0,success,1,Game & Applications,3188.0,0.0,21,North America
7975,Traverse Energy,11500000.0,failure,1,Information Technology,7010.0,0.0,27,North America
7976,Trellia Networks,8800000.0,success,3,Information Technology,740.0,1470.0,19,North America
7977,Triacta Power Technologies,887000.0,success,1,Information Technology,1394.0,0.0,19,North America
7978,TribeHR,3500000.0,success,2,Services,937.0,371.0,13,North America
7979,Tribute Pharmaceuticals Canada,31998024.0,success,2,Health Care & Biotechnology,601.0,284.0,9,North America
7980,Trimel Pharmaceuticals,12631268.0,success,2,Health Care & Biotechnology,2245.0,172.0,14,North America
7981,Tripsourcing,26065.0,failure,1,Services,69.0,0.0,13,North America
7982,Tropic Networks,86000000.0,success,3,Information Technology,1133.0,839.0,22,North America
7983,Tungle.me,6360000.0,success,2,Information Technology,492.0,514.0,16,North America
7984,Twinstrand Therapeutics,6704285.0,success,1,Health Care & Biotechnology,2980.0,0.0,27,North America
7985,Ubiquilux,900900.0,failure,1,Information Technology,0.0,0.0,8,North America
7986,Universe,2500000.0,success,3,Events,244.0,907.0,11,North America
7987,Upstart Industries (Vantage),497608.0,failure,1,Services,120.0,0.0,12,North America
7988,UrtheCast,14656980.0,success,3,Science & Engineering,615.0,1068.0,12,North America
7989,UserEvents,244778.0,success,1,Data Science,0.0,0.0,10,North America
7990,UTILICASE,5000000.0,failure,1,Information Technology,6250.0,0.0,28,North America
7991,Valocor Therapeutics,38730470.0,failure,1,Health Care & Biotechnology,875.0,0.0,14,North America
7992,Vana Workforce,38730470.0,success,1,Services,1732.0,0.0,14,North America
7993,Varicent Software,35000000.0,success,1,Information Technology,2465.0,0.0,19,North America
7994,Verafin,65500000.0,failure,2,Privacy and Security,2448.0,1704.0,19,North America
7995,Verisante Technology,1100000.0,failure,1,Information Technology,2874.0,0.0,16,North America
7996,Verold,1600000.0,success,2,Game & Applications,433.0,1114.0,12,North America
7997,VersaPay,4840000.0,success,1,Information Technology,3413.0,0.0,16,North America
7998,Viigo,7861607.0,success,2,Media & Publishing,1443.0,135.0,18,North America
7999,Virtual Expert Clinics,3566841.0,success,3,Education,351.0,802.0,18,North America
8000,Vivity Labs,1000000.0,success,1,Game & Applications,3.0,0.0,15,North America
8001,Vodis Pharmaceuticals,750000.0,success,1,Electronics,1035.0,0.0,9,North America
8002,vogogo,21000000.0,success,2,Information Technology,2385.0,323.0,14,North America
8003,Wantering,1356320.0,success,3,Commerce & Marketing,234.0,620.0,11,North America
8004,Wavesat,22110000.0,success,3,Media & Publishing,2810.0,3067.0,29,North America
8005,Weeve,4919.0,success,1,Other,234.0,0.0,11,North America
8006,WSP Global,486000000.0,success,2,Services,20178.0,184.0,63,North America
8007,Yostro,38880.0,success,1,Commerce & Marketing,19.0,0.0,12,North America
8008,YottaYotta,40648790.0,failure,2,Information Technology,241.0,1280.0,22,North America
8009,YourTeamOnline,43179.0,failure,1,Sports,63.0,0.0,15,North America
8010,YUPIQ,38730470.0,failure,1,Media & Publishing,178.0,0.0,11,North America
8011,Zeetl,38730470.0,success,1,Information Technology,184.0,0.0,9,North America
8012,Zeugma Systems,31500000.0,failure,2,Information Technology,1430.0,472.0,18,North America
8013,Ziliko,907099.0,failure,4,Commerce & Marketing,120.0,761.0,13,North America
8014,Ziplocal,14003543.0,success,2,Media & Publishing,273.0,273.0,16,North America
8015,Zipzoom,2200000.0,failure,1,Commerce & Marketing,1502.0,0.0,15,North America
8016,77 Pieces,650000.0,failure,1,Information Technology,280.0,0.0,12,Oceania
8017,Backup Circle,40000.0,failure,1,Privacy and Security,38.0,0.0,10,Oceania
8018,EnCoate,5100000.0,failure,1,Health Care & Biotechnology,1665.0,0.0,19,Oceania
8019,GeoOp,11969442.0,success,2,Information Technology,1749.0,714.0,13,Oceania
8020,GreenButton,1500000.0,success,2,Information Technology,1426.0,847.0,16,Oceania
8021,JUCEBOX Limited,38730470.0,failure,1,Information Technology,548.0,0.0,8,Oceania
8022,Loomio,80000.0,failure,1,Services,547.0,0.0,10,Oceania
8023,MiniMonos,550000.0,failure,2,Game & Applications,768.0,826.0,14,Oceania
8024,NBO TV,18000000.0,failure,2,Media & Publishing,0.0,30.0,12,Oceania
8025,New Zealand Free Classifieds,2100000.0,failure,1,Media & Publishing,727.0,0.0,12,Oceania
8026,PlanHQ,250000.0,failure,1,Services,0.0,0.0,15,Oceania
8027,Seplat Petroleum Development Company,500000000.0,failure,1,Science & Engineering,1924.0,0.0,13,Oceania
8028,SimQly,24950.98,failure,1,Data Science,54.0,0.0,7,Oceania
8029,Wynyard Group,58875384.0,success,2,Data Science,1185.0,436.0,11,Oceania
8030,Xero,374995300.0,success,8,Services,0.0,4796.0,16,Oceania
8031,99 Fahrenheit,1380700.0,failure,1,Services,14.0,0.0,11,Europe
8032,appEatIT,161947.0,failure,3,Health Care & Biotechnology,0.0,386.0,9,Europe
8033,BeeTV,9500000.0,failure,2,Electronics,672.0,713.0,15,Europe
8034,Cibando,38730470.0,success,1,Health Care & Biotechnology,363.0,0.0,11,Europe
8035,Docebo,6371788.0,success,3,Education,492.0,3119.0,17,Europe
8036,Driver2Home,14509.0,failure,1,Services,0.0,0.0,7,Europe
8037,E-Box - Blogo.it,3474608.0,success,2,Information Technology,821.0,494.0,18,Europe
8038,Energie Etiche,87396.0,failure,3,Education,761.0,213.0,12,Europe
8039,Formabilio,38730470.0,failure,1,Design & Platforms,588.0,0.0,10,Europe
8040,H-art (WPP),64795.0,success,1,Commerce & Marketing,90.0,0.0,17,Europe
8041,H-care,129590.0,success,1,Information Technology,90.0,0.0,17,Europe
