,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
2588,Infinity Box,118000.0,success,2,Information Technology,0.0,90.0,16,North America
2589,Infobionics,7000000.0,failure,2,Community and Lifestyle,2470.0,2482.0,22,North America
2590,Infoblox,30000000.0,success,1,Privacy and Security,2306.0,0.0,23,North America
2591,Infochimps,5650000.0,success,11,Information Technology,427.0,994.0,13,North America
2592,Infoglide Software Corporation,4200000.0,success,1,Design & Platforms,2460.0,0.0,26,North America
2593,Infoharmoni,38730470.0,failure,1,Information Technology,425.0,0.0,13,North America
2594,Infolibria,41000000.0,success,2,Other,1624.0,181.0,25,North America
2595,InfoLogix,3000000.0,success,1,Information Technology,3354.0,0.0,21,North America
2596,Infopia,40514852.0,failure,5,Information Technology,2000.0,1920.0,23,North America
2597,Inform Technologies,29330000.0,failure,4,Information Technology,561.0,1970.0,18,North America
2598,Informance International,6000000.0,success,1,Information Technology,3666.0,0.0,27,North America
2599,Informative,9500000.0,success,3,Media & Publishing,325.0,2656.0,23,North America
2600,Infotrieve,32755000.0,success,4,Services,5811.0,1806.0,35,North America
2601,InfraReDx,91625000.0,success,6,Health Care & Biotechnology,4396.0,1316.0,24,North America
2602,Infrastruct Security,6760000.0,failure,2,Privacy and Security,187.0,1300.0,16,North America
2603,inFreeDA,38730470.0,success,1,Media & Publishing,61.0,0.0,17,North America
2604,InGameNow,38730470.0,failure,1,Information Technology,0.0,0.0,14,North America
2605,Ingenious Med,6450000.0,success,5,Information Technology,3847.0,2005.0,23,North America
2606,Ingenuity Systems,15400000.0,success,1,Health Care & Biotechnology,4564.0,0.0,24,North America
2607,InGrid Solutions,77000.0,failure,2,Information Technology,683.0,291.0,12,North America
2608,Inhale Digital,1300000.0,failure,2,Commerce & Marketing,0.0,609.0,12,North America
2609,Inhance Media,38730470.0,success,1,Information Technology,2555.0,0.0,17,North America
2610,Inhibitex,61250000.0,success,3,Health Care & Biotechnology,2963.0,2816.0,28,North America
2611,Initiate Systems,31000000.0,success,2,Services,5287.0,130.0,28,North America
2612,Inktank,14400000.0,success,2,Information Technology,131.0,241.0,10,North America
2613,Inlet Technologies,22400000.0,success,3,Information Technology,937.0,1140.0,19,North America
2614,Whodini,3800000.0,failure,2,Information Technology,247.0,240.0,12,North America
2615,InMage Systems,35856604.0,success,5,Information Technology,1075.0,3510.0,21,North America
2616,InnerRewards,1000000.0,failure,1,Commerce & Marketing,254.0,0.0,14,North America
2617,InnerWireless,27000000.0,success,4,Electronics,1305.0,2683.0,23,North America
2618,InnerWorkings,12960000.0,success,2,Services,899.0,1021.0,20,North America
2619,innocutis,6500000.0,success,1,Health Care & Biotechnology,2309.0,0.0,17,North America
2620,Innography,16500000.0,success,4,Data Science,943.0,2008.0,16,North America
2621,InnoPharma,43000000.0,success,3,Health Care & Biotechnology,2526.0,712.0,17,North America
2622,Innov-X Systems,27000000.0,success,1,Information Technology,2198.0,0.0,21,North America
2623,Innovative Silicon,47000000.0,failure,3,Media & Publishing,790.0,1344.0,20,North America
2624,Innovative Spinal Technologies,18000000.0,success,1,Health Care & Biotechnology,2442.0,0.0,20,North America
2625,Innovectra,1790000.0,success,1,Media & Publishing,4259.0,0.0,26,North America
2626,Innoveer Solutions,1900000.0,success,1,Services,5165.0,0.0,24,North America
2627,Inogen,51645996.0,success,3,Health Care & Biotechnology,2239.0,1880.0,21,North America
2628,Inotek Pharmaceuticals,69900000.0,success,4,Health Care & Biotechnology,3026.0,3453.0,26,North America
2629,Inovio Pharmaceuticals,108300000.0,failure,2,Health Care & Biotechnology,11385.0,567.0,39,North America
2630,Inovys,34000000.0,success,2,Information Technology,882.0,992.0,23,North America
2631,INPHI,45795664.0,success,4,Media & Publishing,92.0,3436.0,22,North America
2632,InPhonic,56000000.0,success,1,Information Technology,2371.0,0.0,25,North America
2633,Inporia,1250000.0,failure,1,Commerce & Marketing,99.0,0.0,11,North America
2634,InQuira,9250000.0,success,1,Services,573.0,0.0,20,North America
2635,Inside Social,2245000.0,success,3,Data Science,582.0,114.0,10,North America
2636,InsideAxisÃ¢âÂ¢,38730470.0,failure,1,Information Technology,0.0,0.0,13,North America
2637,Insight Communications,38730470.0,success,1,Information Technology,9222.0,0.0,37,North America
2638,Insightera,6500000.0,success,2,Services,1363.0,275.0,13,North America
2639,Insightfulinc,250000.0,failure,1,Information Technology,0.0,0.0,9,North America
2640,InsightRX,38730470.0,failure,1,Health Care & Biotechnology,0.0,0.0,7,North America
2641,InSite Vision,24568730.0,success,2,Health Care & Biotechnology,9333.0,1190.0,36,North America
2642,InSiteOne,10250000.0,success,2,Information Technology,473.0,561.0,23,North America
2643,inSparq,38730470.0,success,3,Information Technology,638.0,1096.0,12,North America
2644,Inspiris,8020000.0,success,1,Health Care & Biotechnology,2269.0,0.0,24,North America
2645,Instablogs,38730470.0,success,1,Information Technology,939.0,0.0,17,North America
2646,InstaEDU,5100000.0,failure,2,Education,211.0,441.0,11,North America
2647,Instagarage,25000.0,failure,1,Information Technology,3.0,0.0,15,North America
2648,Instagram,57500000.0,success,3,Electronics,0.0,762.0,12,North America
2649,InstallShield Software Corporation,38730470.0,success,1,Information Technology,4058.0,0.0,35,North America
2650,Instantis,8800000.0,success,1,Information Technology,2693.0,0.0,23,North America
2651,InstantQ,38730470.0,failure,1,Media & Publishing,93.0,0.0,13,North America
2652,Instinctiv,1420698.0,success,4,Electronics,305.0,1068.0,15,North America
2653,Instructure,79100000.0,success,4,Education,669.0,1816.0,14,North America
2654,Insulet,68500000.0,success,3,Health Care & Biotechnology,585.0,937.0,22,North America
2655,Insurance Noodle,16150000.0,success,3,Other,30.0,639.0,22,North America
2656,InsureWorx,6000000.0,success,1,Information Technology,389.0,0.0,17,North America
2657,Insuritas,10000000.0,failure,1,Services,5332.0,0.0,24,North America
2658,Insurity,49750000.0,success,1,Information Technology,9845.0,0.0,37,North America
2659,Insys Therapeutics,2315006.0,success,1,Health Care & Biotechnology,4834.0,0.0,24,North America
2660,Intechra Holdings,52500000.0,success,4,Electronics,6815.0,632.0,35,North America
2661,IntegralReach,50000.0,success,1,Media & Publishing,205.0,0.0,10,North America
2662,Integrated Materials,8800000.0,success,1,Information Technology,2889.0,0.0,24,North America
2663,Integrated Systems Inc.,38730470.0,failure,1,Services,2283.0,0.0,41,North America
2664,Integration Associates,11000000.0,success,2,Media & Publishing,4789.0,779.0,31,North America
2665,Integrien,36518950.0,success,5,Information Technology,1138.0,2279.0,21,North America
2666,Intela,13250000.0,success,2,Media & Publishing,1446.0,934.0,16,North America
2667,Inteliquent,12000000.0,success,1,Information Technology,792.0,0.0,18,North America
2668,Intelius,31000000.0,success,1,Information Technology,4577.0,0.0,19,North America
2669,Intellicheck Mobilisa,4500000.0,success,2,Information Technology,6116.0,1202.0,28,North America
2670,IntelliChem,38730470.0,success,1,Information Technology,1813.0,0.0,24,North America
2671,Intelliden,105000000.0,success,4,Information Technology,789.0,1909.0,22,North America
2672,Intelligent Bio-Systems,353000.0,success,1,Health Care & Biotechnology,1181.0,0.0,17,North America
2673,Intelligroup,38730470.0,success,1,Information Technology,3393.0,0.0,35,North America
2674,"IntelliQuest Information Group, Inc",38730470.0,success,1,Information Technology,3068.0,0.0,37,North America
2675,Intellitactics,10300000.0,success,2,Information Technology,2660.0,917.0,26,North America
2676,Intelliworks,23950000.0,success,5,Education,75.0,1977.0,18,North America
2677,Intellution,38730470.0,success,1,Services,3850.0,0.0,42,North America
2678,IntenseDebate,515000.0,success,2,Media & Publishing,243.0,61.0,16,North America
2679,Interact Public Safety,70202610.0,success,5,Data Science,12225.0,1672.0,47,North America
2680,Interactive Advisory Software,13621199.0,success,5,Information Technology,2902.0,930.0,21,North America
2681,Interactive Mobile Advertising,650142.0,failure,1,Media & Publishing,89.0,0.0,12,North America
2682,Interactive Supercomputing,15500000.0,success,2,Information Technology,747.0,645.0,18,North America
2683,Interactive TKO,12560000.0,success,2,Information Technology,2559.0,524.0,23,North America
2684,Intercasting,17500000.0,success,2,Electronics,586.0,636.0,18,North America
2685,Intercept Pharmaceuticals,418400000.0,success,4,Health Care & Biotechnology,2401.0,2437.0,20,North America
2686,interclick,18100000.0,success,1,Media & Publishing,1080.0,0.0,15,North America
2687,Intercloud Systems,25601580.0,success,6,Data Science,1456.0,595.0,12,North America
2688,IntercontinentalExchange,38730470.0,success,1,Real Estate,5469.0,0.0,32,North America
2689,Interlace Medical,23000000.0,success,2,Health Care & Biotechnology,505.0,778.0,16,North America
2690,Interleukin Genetics,25000000.0,success,4,Health Care & Biotechnology,4931.0,904.0,23,North America
2691,Interliant,17500000.0,success,1,Information Technology,2586.0,0.0,29,North America
2692,Intermap Technologies,9300000.0,success,3,Data Science,3804.0,109.0,18,North America
2693,Intermolecular,62620000.0,success,3,Media & Publishing,993.0,1632.0,18,North America
2694,International Battery,60000000.0,failure,2,Information Technology,340.0,516.0,14,North America
2695,International Liars Poker Association,1250000.0,failure,1,Game & Applications,0.0,0.0,15,North America
2696,International Partnership For Microbicides,60000000.0,failure,1,Other,455.0,0.0,20,North America
2697,Internet Broadcasting,500000.0,success,1,Information Technology,5944.0,0.0,26,North America
2698,Internet Pawn,7228704.0,failure,5,Services,489.0,1210.0,13,North America
2699,iPipeline,104435000.0,success,3,Information Technology,4600.0,1338.0,27,North America
2700,Interplay Entertainment,980000.0,success,1,Media & Publishing,10302.0,0.0,40,North America
2701,Intradigm Corporation,37400000.0,success,2,Health Care & Biotechnology,2516.0,778.0,22,North America
2702,Intralign,38730470.0,success,1,Health Care & Biotechnology,423.0,0.0,10,North America
2703,Intraspect Software,11500000.0,success,1,Information Technology,1772.0,0.0,27,North America
2704,Intrexon Corporation,344000000.0,success,7,Health Care & Biotechnology,2693.0,3543.0,24,North America
2705,Intrinsity,35500000.0,success,2,Media & Publishing,27.0,746.0,14,North America
2706,IntroFly,75000.0,failure,1,Information Technology,0.0,0.0,11,North America
2707,Intronis,20900000.0,success,3,Information Technology,1743.0,1856.0,19,North America
2708,Intrusic,18100000.0,failure,3,Information Technology,1205.0,923.0,21,North America
2709,IntruVert,36140000.0,success,2,Real Estate,974.0,40.0,22,North America
2710,Intuit,6700000.0,success,1,Services,10245.0,0.0,39,North America
2711,Inuvo,4200000.0,failure,1,Media & Publishing,171.0,0.0,13,North America
2712,Invarium,6000000.0,success,1,Media & Publishing,1114.0,0.0,19,North America
2713,Inveni,483333.0,failure,1,Information Technology,801.0,0.0,14,North America
2714,InvenSense,38000000.0,success,3,Media & Publishing,365.0,1579.0,19,North America
2715,Inventergy,25250000.0,success,4,Services,513.0,492.0,10,North America
2716,Inverness Medical Innovations,163400000.0,success,2,Health Care & Biotechnology,3207.0,98.0,21,North America
2717,Invicta Networks,200000.0,failure,1,Commerce & Marketing,2412.0,0.0,23,North America
2718,Invision.com,5000000.0,success,1,Information Technology,4048.0,0.0,27,North America
2719,InVisioneer,38730470.0,failure,1,Design & Platforms,626.0,0.0,10,North America
2720,InVisM,37500.0,failure,2,Game & Applications,1369.0,203.0,16,North America
2721,Invitae,195502110.0,success,5,Health Care & Biotechnology,0.0,1489.0,10,North America
2722,Invite Media,5000000.0,success,3,Media & Publishing,303.0,731.0,15,North America
2723,Invivodata,13098401.0,success,2,Health Care & Biotechnology,6940.0,1214.0,35,North America
2724,Involver,12645126.0,failure,6,Design & Platforms,0.0,1444.0,15,North America
2725,Involvio,155000.0,failure,1,Information Technology,319.0,0.0,11,North America
2726,Invuity,96200000.0,success,5,Health Care & Biotechnology,2373.0,1688.0,18,North America
2727,IOD Incorporated,35000000.0,success,1,Health Care & Biotechnology,5307.0,0.0,26,North America
2728,Iomai Corporation,54000000.0,success,1,Health Care & Biotechnology,2193.0,0.0,25,North America
2729,IonLogix Systems,30000.0,failure,1,Information Technology,318.0,0.0,15,North America
2730,"IOTAS, Inc.",700000.0,failure,1,Information Technology,198.0,0.0,8,North America
2731,iPayment,38730470.0,success,1,Services,1009.0,0.0,25,North America
2732,Iperia,10000000.0,success,2,Information Technology,3270.0,412.0,25,North America
2733,iPierian,74170000.0,success,4,Health Care & Biotechnology,919.0,1519.0,15,North America
2734,IPLocks,15400000.0,success,1,Privacy and Security,1625.0,0.0,20,North America
2735,IPPLEX,4258500.0,failure,1,Other,1836.0,0.0,16,North America
2736,iPractice Group,2517000.0,failure,2,Health Care & Biotechnology,655.0,573.0,13,North America
2737,IQ Engines,3800000.0,success,1,Information Technology,1485.0,0.0,14,North America
2738,"IQTaxi, Inc.",500000.0,failure,1,Services,516.0,0.0,9,North America
2739,IronPearl,38730470.0,success,1,Data Science,166.0,0.0,10,North America
2740,IronPort Systems,61500000.0,success,2,Privacy and Security,906.0,853.0,22,North America
2741,Ironwood Pharmaceuticals,459000000.0,success,8,Health Care & Biotechnology,365.0,5123.0,24,North America
2742,ISH,38730470.0,success,1,Services,3978.0,0.0,33,North America
2743,ishBowl,25000.0,failure,1,Commerce & Marketing,0.0,0.0,10,North America
2744,Isilon Systems,43400000.0,success,4,Information Technology,103.0,1927.0,21,North America
2745,ISIS,400000.0,success,1,Commerce & Marketing,3438.0,0.0,24,North America
2746,Isis Pharmaceuticals,212250000.0,success,2,Health Care & Biotechnology,8639.0,674.0,33,North America
2747,iSkoot,32200000.0,success,3,Electronics,586.0,709.0,17,North America
2748,Overtone,20500000.0,success,4,Data Science,4446.0,1141.0,27,North America
2749,isocket,15104119.0,success,4,Media & Publishing,26.0,1628.0,13,North America
2750,iSquare,200000.0,failure,1,Commerce & Marketing,101.0,0.0,15,North America
2751,Istante Software,10000000.0,success,1,Electronics,287.0,0.0,20,North America
2752,iStreamPlanet,15000000.0,success,3,Game & Applications,4160.0,805.0,22,North America
2753,iSyndica,500000.0,failure,2,Information Technology,0.0,209.0,13,North America
2754,ITA Software,100000000.0,success,1,Travel and Tourism,3675.0,0.0,26,North America
2755,ITema,38730470.0,failure,1,Information Technology,0.0,0.0,15,North America
2756,ITIS Holdings,10964643.0,success,3,Information Technology,974.0,2905.0,25,North America
2757,ITM Software,19000000.0,success,3,Information Technology,1040.0,1382.0,21,North America
2758,"ITOG, Inc.",205000.0,failure,1,Community and Lifestyle,510.0,0.0,16,North America
2759,itsDapper,20000.0,failure,1,Information Technology,153.0,0.0,9,North America
2760,ItsGoinOn,100000.0,failure,1,Information Technology,245.0,0.0,12,North America
2761,itzbig,4000000.0,failure,1,Services,271.0,0.0,16,North America
2762,iVantage Health Analytics,18600000.0,success,2,Data Science,240.0,648.0,11,North America
2763,iVendor,12000000.0,failure,1,Services,680.0,0.0,24,North America
2764,Iverify,21000000.0,failure,1,Privacy and Security,2198.0,0.0,20,North America
